seed,model,sampler_type,selector,int_time,logstep_jitter,mean_1st_dim,var_1st_dim,time,jitter_std,n_logprob,n_steps,miness,acceptance_prob,step_size,n_rounds,energy_jump_dist
22,horseshoe_logit,SimpleRWMH,inverted,single_step,adapt,0.439039996498335,0.037524021035567866,47.456413947,0.2789230346679712,3.486479e6,1.721065e6,20.98231727633042,0.4642442443350204,0.0175948318636796,18,0.20320810316592935
22,horseshoe_logit,SimpleRWMH,inverted,single_step,adapt,0.9525516620985425,0.11461953051934282,93.084817446,0.22646141052246382,6.859431e6,3.372952e6,61.7367296115399,0.502627789403309,0.023319420028788486,19,0.2054986546296956
22,horseshoe_logit,SimpleRWMH,inverted,single_step,adapt,0.9916873772398701,0.09996679285295738,185.67674750700002,0.2841491699218698,1.3615624e7,6.756193e6,93.98596469103369,0.42031859801055566,0.01926784786310634,20,0.19505797679625617
22,horseshoe_logit,SimpleRWMH,inverted,single_step,adapt,1.1033833140267695,0.19304702058907827,369.186625318,0.27509737014771496,2.7028818e7,1.3413194e7,60.31814879647683,0.43722334512001243,0.01702225764560154,21,0.20433045612490217
22,horseshoe_logit,SimpleRWMH,inverted,single_step,adapt,0.8898151196443252,0.07825570344433175,757.4610876649999,0.2606103420257602,5.3669082e7,2.6640264e7,276.65826192438897,0.4474747620552957,0.01567797619045981,22,0.20787166668712173
28,horseshoe_logit,SimpleAHMC,inverted,rand,2.0,0.8410962960101493,0.11075168031990523,1392.7587957740002,2.0,3.622173e7,1.1296452e7,111.34116569815785,0.5755518697658135,0.019012630403853675,19,0.06518435387829251
11,mRNA,SimpleRWMH,inverted,single_step,2.0,-1.9999999999997733,6.947363451455643e-27,141.303145912,2.0,5.4323895e7,1.8486986e7,484.6912076067159,0.43002530803520844,0.0012093227564176712,18,0.16982593883464145
6,mRNA,SimpleAHMC,inverted,single_step,none,-0.500000000002001,1.2717362911174247e-24,932.275014046,0,3.8384128e7,9.33389e6,101.80864925192965,0.4298858642375295,0.0002533530142565957,17,4.0571879189599284e-11
8,mRNA,SimpleAHMC,inverted,rand,0.1,-0.5000000000209563,1.1740841065538049e-23,938.255148802,0.1,3.8917284e7,9.467179e6,101.80864925116006,0.3640136729879002,0.0024125420562533385,17,3.95616872594923e-11
28,horseshoe_logit,SimpleRWMH,inverted,single_step,2.0,0.7117465539190297,0.07531122681444094,384.89718059200004,2.0,2.9192853e7,1.4294219e7,137.25334616810414,0.538604168703618,0.012519891437774756,20,0.18550536571818316
5,normal,SimpleAHMC,inverted,single_step,0.1,0.0009016676722674742,1.0678181836870142,0.432433943,0.1,71988.0,13903.0,175.9732201811756,0.758807586917601,0.7200419652901423,11,0.18815463007656777
19,banana,SimpleAHMC,inverted,rand,0.1,-0.6574739407155543,1.786726953530891,4.791610189,0.1,2.718192e6,548478.0,139.3882618211299,0.6716573123179603,0.12086596350881881,16,0.1761903486481493
26,mRNA,SimpleAHMC,inverted,rand,0.5,-0.5000000000021008,3.2042342751705327e-24,1051.691343166,0.5,3.9537708e7,9.622285e6,101.80864925120554,0.3355372427824241,0.007932057600972512,17,3.7385872175832227e-11
21,horseshoe_logit,SimpleAHMC,inverted,single_step,0.5,0.905571243553831,0.11555083623828352,1696.774236338,0.5,5.0892348e7,1.0625937e7,135.7828445351541,0.6543542716289523,0.023921703044949963,20,0.17061095673897092
26,normal,SimpleAHMC,inverted,single_step,0.1,-0.0494867183260898,1.078829984690458,0.41163234099999996,0.1,71808.0,13858.0,135.83996047068769,0.7768520855263916,0.7214209219982166,11,0.20409044247448166
