seed,model,sampler_type,selector,int_time,logstep_jitter,mean_1st_dim,var_1st_dim,time,jitter_std,n_logprob,n_steps,miness,acceptance_prob,step_size,n_rounds,energy_jump_dist
11,"funnel(128,10)",SimpleAHMC,standard,single_step,adapt,-0.4589553576384658,9.209431277673579,12.410433479000002,0.1287155151367197,2.624072e6,524948.0,175.66832088327592,0.5949337601249252,0.4264767087102431,16,0.18673845046921425
8,"normal(128,1)",SimpleRWMH,inverted,single_step,adapt,-0.0851999307902485,1.0610390331722923,1.201442999,0.16718292236328125,1.540437e6,766069.0,153.86143392194293,0.5068707572361861,0.08721258833516266,16,0.23862987820857706
5,"banana(2,10)",SimpleRWMH,inverted,single_step,adapt,-0.08959741717126049,9.144070576558393,0.81477812,0.4603576660156234,990715.0,495676.0,243.6023187853279,0.405251237529181,1.2610964486343446,15,0.16368620413971427
11,"banana(128,1)",SimpleAHMC,inverted,rand,adapt,0.2677751827227092,0.17479601762613434,12.762179915,0.11165618896484346,2.936392e6,603028.0,137.56004090696706,0.667868912074513,0.11048555385448136,16,0.16913228626653526
15,"funnel(2,1)",SimpleAHMC,standard,rand,adapt,0.5879834544224395,5.35558273442884,4.558078197,0.19677734374999994,2.00738e6,436311.0,128.28322805755323,0.5621419772183915,0.4850872450161828,15,0.15835149259579573
9,"funnel(128,1)",SimpleAHMC,standard,rand,none,-0.6939519732167143,2.326126787961781,29.532807818000002,0,5.274828e6,1.896169e6,140.96358098459785,0.6378009008434323,0.06743018720723172,16,0.18183293996655153
6,"banana(2,1)",SimpleRWMH,inverted,single_step,none,-0.22171613049037783,6.640781066121509,1.4546226630000003,0,2.167801e6,1.089578e6,154.42682707420317,0.40813203289403327,0.1832876112137375,16,0.16549772395179788
25,"funnel(128,10)",SimpleAHMC,standard,rand,none,-0.33686778033373416,8.361925092773584,7.126615186,0,1.040638e6,323392.0,162.6930437120453,0.5780971457207951,0.3876297751554009,14,0.17206072755863508
17,"funnel(128,10)",SimpleAHMC,standard,rand,adapt,0.10897821618535286,8.189937992008792,8.056268412,0.14335632324218694,1.463045e6,339643.0,143.71789672554095,0.5903754558767476,0.4098891393503625,15,0.16281129887917542
26,"banana(128,1)",SimpleRWMH,inverted,single_step,adapt,-0.1639526931310185,0.05218209919536824,2.8081329420000003,0.242050170898436,1.648441e6,810853.0,148.03463721759616,0.45438669927001074,0.05204500336176341,16,0.21043428687005203
1,"normal(2,10)",SimpleAHMC,inverted,rand,none,-0.010815278710691895,0.9837906695719172,0.43323990599999995,0,18252.0,3541.0,156.94867195191404,0.719805956904119,1.2890906974128409,9,0.1993767042788982
12,"funnel(2,1)",SimpleAHMC,standard,rand,none,-0.11316439788824947,6.262350371129729,6.728053535000001,0,4.098492e6,893553.0,203.01092431483795,0.5978444974391266,0.4612168170720807,16,0.1633207026876323
27,"normal(2,10)",SimpleAHMC,standard,single_step,adapt,-0.010181571573487681,0.8913549574763359,0.45334839199999993,0.09570312499999993,19688.0,3900.0,114.54538712064286,0.6523156340495405,1.2863604961945894,9,0.21556014676283225
25,"banana(2,1)",SimpleRWMH,standard,single_step,adapt,0.4628477287053186,7.770304251473035,1.556111633,0.6769638061523361,2.26917e6,1.130679e6,154.32832753263958,0.33687637100896456,0.34028889894869657,16,0.19360741634372883
6,"funnel(128,1)",SimpleAHMC,inverted,single_step,adapt,-0.8328630616692791,0.7649035005501976,11.677452452,0.0934677124023438,2.747528e6,555812.0,135.02296205738304,0.6644944517476049,0.09490595972527366,16,0.19785828650643925
8,"banana(2,10)",SimpleAHMC,inverted,rand,none,-0.0747815404932912,9.802109594737162,3.7270167670000003,0,1.482516e6,305095.0,105.36576973061909,0.6911316405712565,0.7510980420882587,15,0.1862089677595414
24,"normal(128,10)",SimpleAHMC,standard,single_step,adapt,-0.014652493971453316,1.163756440046465,0.471817504,0.09838867187499997,153760.0,30250.0,160.98054502824527,0.6671271548479737,0.5754906800568149,12,0.21925241468130408
24,"banana(128,1)",SimpleAHMC,standard,rand,none,0.09432059162971165,0.07504668426868359,5.312828479,0,1.522244e6,315027.0,100.30237142958485,0.6028371936830003,0.15618431696291532,15,0.17352047497146408
18,"banana(2,10)",SimpleAHMC,standard,single_step,none,-0.11421496776056216,7.663338173069608,5.639100868,0,3.056112e6,632958.0,274.1262104140413,0.617023488600067,0.7896974335461777,16,0.17119320772718805
15,"normal(2,10)",SimpleAHMC,standard,rand,adapt,-0.09509044197073148,0.9124082323602554,0.401456698,0.10937500000000006,19460.0,3843.0,139.54134767647577,0.6111054812642763,1.2777906753245245,9,0.20170814706125534
7,"banana(2,10)",SimpleAHMC,standard,rand,adapt,-0.7751442431728025,7.608174832237043,3.8608521290000004,0.15484619140624845,1.528716e6,316645.0,101.33903726010391,0.5877956504862761,0.8483010915960505,15,0.17056347638298863
23,"banana(2,1)",SimpleRWMH,inverted,single_step,adapt,-0.06407289273542978,7.30260314067278,1.5624666020000002,0.42154693603515625,2.062211e6,1.033021e6,143.6608829533984,0.39775979982511905,0.19103805266626492,16,0.16879282960521774
27,"funnel(128,10)",SimpleAHMC,standard,rand,none,-0.27810385387003306,9.216012104756222,9.743479711,0,1.824535e6,518370.0,251.86374027140397,0.633756184442654,0.3735820441950893,15,0.18651173531558451
21,"funnel(128,10)",SimpleRWMH,standard,single_step,adapt,-1.5390748875273068,3.058931489604144,2.479113725,0.6195373535156244,1.73385e6,862774.0,137.07703721768436,0.35708200050063094,0.15310496163964626,16,0.22531935921424487
