dim,seed,model,nleaps,sampler,ess,ess_exact,n_leapfrog,msjd,margin1_mean,margin1_var,KS,ks_pval,mala
4,5,normal,1,AH_unif,181839.39446702835,180324.42820190242,4.704148e6,6.489391577695821,0.0018443265487139682,1.0071940641745816,1.3434959400508433,0.054104641589818515,false
64,10,normal,1,AH_unif,190062.2007387641,191242.31702175914,7.323808e6,103.63279445308892,-0.002231637144173076,0.9919900522896881,1.6748606317288477,0.007319822939497444,false
8,15,normal,1,AH_unif,148129.62262386509,146874.75900206814,5.197284e6,11.358567005746895,0.0030523536305298465,1.0058501030513867,1.6548758151245693,0.008361806225917312,false
4,13,normal,1,AH_fix,379191.80833664956,379254.8534718665,4.748978e6,9.617994229378475,0.0005685302844207459,0.9995892307610162,0.9376193340185921,0.342924731417779,false
1024,12,normal,1,AM,80951.49262111101,80388.45850159966,2.3386178e7,1079.1037525623274,0.0011668463915748182,1.0067907662658964,0.942574943456151,0.3366876273351673,false
512,1,normal,1,AH_unif,114010.54707790763,113388.3156590766,1.1368728e7,653.055655433101,0.0008374248376945997,1.0053346820797973,1.3242604118938175,0.05995200016075279,false
32,4,normal,1,AH_exp,159787.5662251195,156871.37597048932,6.631116e6,50.920260670277216,-0.005208540825010568,1.0101340011296533,1.548665490694809,0.016513401981465,false
16,15,normal,1,AH_exp,177559.6608786161,175723.2499550283,5.909138e6,24.65076334055079,0.0043326141643467144,1.0039479024058127,1.883740212389739,0.0016552434263599886,false
128,7,normal,1,AH_fix,4964.95217962844,4806.174357045502,9.912946e6,9.977791219809205,-0.016966325154740575,1.0302481756598783,5.599632370201618,1.1632052353219505e-27,false
64,4,normal,1,AH_exp,146176.41751993043,144933.85280967748,7.407706e6,91.53569361149489,-0.00225133116803719,1.007123064102741,1.4228867492897166,0.03487198399782379,false
64,16,normal,1,AM,113014.60238543071,112717.0463348429,9.749511e6,75.03454885375561,-0.0061807147135245445,0.9942100361674691,1.3627118645683822,0.048760507641974246,false
256,4,normal,1,NUTS,737569.0512177013,738496.5707804381,7022046,753.694917630645,0.0016283274628416432,0.9949344163864043,0.9365423805998319,0.3442902608586972,false
2,17,normal,1,AM,185562.1752682114,183598.87376252274,3.953256e6,3.401227785122927,-0.0020830984721917837,1.0091205022760095,1.117128298695036,0.1647437423914192,false
256,4,normal,1,AM,103262.66363459558,103661.636697257,1.3644947e7,263.79855326520175,-0.0009597054135513064,0.9959627927109302,0.7270623728295504,0.6658393484571445,false
512,11,normal,1,AH_exp,103481.43621229494,103424.8716608529,1.1545028e7,615.9613210283484,0.0004054901222440069,1.0005133834576874,0.9429898369839407,0.3361689064880905,false
32,9,normal,1,AH_unif,156396.89774118277,157825.00678425588,6.495922e6,46.86832044455512,-0.0006089702449258376,0.9908407914137961,0.9381170378186994,0.34229487997329955,false
4,15,normal,1,AH_unif,167831.32396554147,168451.18108233076,4.747584e6,6.140563864121395,-0.002682058584219249,0.9939772265678816,0.8518622997718523,0.46249440947338816,false
1024,3,normal,1,AH_exp,105934.65037012598,105136.18180221219,1.3197998e7,1186.4822528270022,0.0017332318816395908,1.0069749177459055,1.366764516407386,0.04769365695992458,false
64,15,normal,1,NUTS,467252.0290376442,466580.4467394899,3678062,159.08446784081417,0.0011114055127989194,1.0003131795220668,0.7157010803705361,0.6849637157776174,false
8,7,normal,1,AH_fix,19503.63058429455,19297.62552175112,4.81041e6,2.2355633198126075,0.0056316064392766,1.009470305902234,2.2050551501852738,0.00011959622862777966,false
32,14,normal,1,AM,126189.4735578043,126285.57915270956,7.802675e6,39.13077598144014,0.0018135481847371174,0.9984306015758768,0.8940433258438816,0.401007562573086,false
32,16,normal,1,AH_fix,1004.1355496075503,961.4943392981608,7.26702e6,0.4652851813012101,0.00010577289413044033,1.0443488699956647,4.53595136673016,2.6911517229258805e-18,false
128,11,normal,1,NUTS,294241.4783847286,292222.7038401917,3735777,282.4669291981506,-0.003365409800758704,1.0004111867208132,0.8570008271160816,0.45474612750307186,false
16,16,normal,1,AH_exp,166545.96745612205,163379.18288340908,6.166586e6,25.2854279622844,0.003879050489762045,1.0145097895060848,1.6351264813779949,0.009522192542860177,false
64,5,normal,1,AH_unif,186025.64266977724,185665.519533076,7.425446e6,110.81577262283759,0.0005140804780709187,1.001841891302424,1.1247152653892272,0.15924246036096734,false
512,5,normal,1,NUTS,666133.5723886699,663266.0734866144,7828297,1511.5618171889867,-0.0012404641074470514,1.0023543242000792,0.7693467240363248,0.5947184910927549,false
4,1,normal,1,AH_unif,151537.84309087505,149384.86935246448,4.782196e6,6.350382210289289,-0.00016326017802191777,1.0144049205407928,1.3601109615055975,0.04945601471784333,false
512,3,normal,1,AM,86364.65531331998,86515.98538973746,1.7540268e7,526.1897467695159,0.0011599311722441522,0.9980240845109555,0.9257123249875292,0.35822161013760834,false
64,1,normal,1,AH_exp,153809.49009261417,154099.4252759191,7.457112e6,99.54960134286621,0.0023998034761237483,0.99639389591309,1.138163501694379,0.14985211358085274,false
256,5,normal,1,AH_unif,152501.85566645634,153185.03757996968,1.0025002e7,389.70626316415485,-0.003052517264652519,0.9927612294809961,1.4791412427611021,0.025158173580882574,false
32,20,normal,1,AH_unif,149492.19965203595,150325.44469809136,6.487582e6,47.02777861805778,-0.0005590950351683863,0.9943649156214864,1.055759647636222,0.21494856689751995,false
128,3,normal,1,AM,104676.52321107732,104452.17832408528,1.1695704e7,141.85953898540168,0.0006204582978381206,1.0020704129192495,0.7208092506276103,0.6763730031709567,false
2,12,normal,1,AM,201407.52910373546,200463.25793826135,3.952838e6,3.417742532996936,-0.00043484919124929067,1.0046345448346763,0.8815577685341083,0.4186913700829763,false
32,20,normal,1,AH_exp,152202.79720024526,153110.20640795634,6.621776e6,50.654186336463205,-0.0008429944558970849,0.9938585107316102,1.0976437703453712,0.1795642731901668,false
16,1,normal,1,NUTS,591536.1576892654,594321.3043858251,3381288,45.04794293669471,-0.0009267047752605441,0.9943167964210886,1.2313592132360327,0.09638007418497285,false
8,8,normal,1,AH_fix,13651.25163555958,13635.844806576459,4.768438e6,1.3818079806351626,0.007708584046414313,0.9995494342875251,2.3029757003876057,4.946491277336992e-5,false
4,13,normal,1,AM,135797.74187015716,135536.07727079766,3.918377e6,5.788479157214235,-0.0021475294570375645,1.0007080357550706,1.2394146828056876,0.09262004582294903,false
128,16,normal,1,AH_exp,133570.1891538434,133496.82609517942,8.832576e6,168.74648087588074,0.0011674172079254893,1.0001952226863253,0.8365048857811814,0.48604571085149506,false
2,11,normal,1,AM,184680.65610521115,184295.83989914152,3.954204e6,3.405720711439956,-0.00037232790720093925,1.0020376437717857,0.6471730707856977,0.7963773574036034,false
16,1,normal,1,AM,111800.85128324653,111963.54833241929,5.855954e6,19.731700326204876,-0.002408362252537777,0.9972820906591382,1.1236204792808167,0.1600271225784972,false
512,15,normal,1,AH_fix,310141.8256750963,309384.03361093695,1.0294214e7,1126.1249493014461,-0.001339594073487111,1.0013610143690168,0.731119099812787,0.658999147223639,false
512,12,normal,1,NUTS,649410.9867211132,650959.0721002652,7829950,1490.5463191812953,-2.4337383350143697e-5,0.9976212205856294,0.5348396437664604,0.9372191702501562,false
64,10,normal,1,AH_exp,175267.2011036768,175367.04051589713,7.527176e6,97.84439203582545,-0.001657514895753779,0.9985041487461992,1.5593684587794883,0.015450510085304698,false
64,16,normal,1,NUTS,330662.4418755382,329133.9334266065,3677386,145.61465276722927,-0.0005536607331256859,1.0044489237286833,0.5710360622801431,0.9001575937457365,false
8,11,normal,1,AH_fix,139432.1898219782,138888.8507013725,4.612394e6,11.578567277166258,0.0013711566548948414,1.003402063203854,1.4804462108046437,0.024964593187813303,false
1024,9,normal,1,AH_unif,108192.27189102005,107783.23047084596,1.2921776e7,1235.0563808079582,0.0027839757998745105,1.0021628882998115,1.4283909349594524,0.03379444057341956,false
32,20,normal,1,AH_fix,575.3269361435928,567.6967044018796,7.465536e6,0.06743733092388912,0.1330731760447024,0.9935816828300829,42.35696329716484,0.0,false
16,10,normal,1,AM,124460.38885612876,124264.40929631311,5.85294e6,19.751082194625184,-0.002696665002438591,0.9998137718975743,0.8853285914797198,0.41330333102390115,false
8,11,normal,1,AH_exp,191566.50005383167,190978.0455146983,5.24415e6,13.612656263544705,0.001151454353897552,1.0025865317091847,1.106499048595765,0.17270359888224504,false
128,5,normal,1,AH_unif,137234.3718647548,136494.6850806611,8.83795e6,177.41157423315738,-0.0038942085778940743,1.001362745723961,1.082910676602694,0.19145092834421076,false
64,11,normal,1,AH_fix,103197.06804600939,103317.2323445147,6.612846e6,74.27241096751027,0.000408173473967755,0.9988031355123855,0.7734204906755906,0.5879271651771946,false
128,1,normal,1,AH_unif,150103.90053900096,150627.91485606073,8.447592e6,183.01692737830018,0.002191229609394366,0.9951125529106482,1.188011169482479,0.11886059338720978,false
8,15,normal,1,AH_exp,187825.2334539779,186602.95859634684,5.210312e6,13.330207049239563,0.004223505669252876,1.000016014315242,1.5295076884186756,0.018580527427858592,false
8,8,normal,1,AH_unif,168435.4624199787,167898.70284724163,5.294202e6,12.254431741797394,-0.0027816961221709415,1.00066468758388,1.0452780969133357,0.22458781699020938,false
1024,13,normal,1,AM,89685.58148745752,89764.24918295244,2.33906e7,1079.928232062389,-0.001086457248873806,0.9989190911030049,0.9434285517131684,0.33562098563104403,false
16,11,normal,1,AH_exp,159221.9186151186,158853.68982109864,6.045314e6,24.176174011713815,0.0013599548879301587,1.0017420261672862,0.7670838483922466,0.5984982098133593,false
16,18,normal,1,AM,125457.78248200988,125829.03806794417,5.854505e6,19.736998630716844,0.0018517461687130846,0.996211317361966,0.9998584164827662,0.2701514728669997,false
64,7,normal,1,AH_unif,169227.53418142837,165194.6791283582,7.305976e6,97.7922895892908,0.004957035303262023,1.0163333876025757,2.072416569576035,0.000371978799780272,false
4,6,normal,1,AH_exp,223360.62652514447,223623.4807486209,4.797506e6,7.6393412717458995,0.001531604298645952,0.9978063764331255,1.0523315404273603,0.21806583540968774,false
8,20,normal,1,AH_unif,163797.99065425023,163384.62985007456,5.420204e6,12.824618248433147,0.0035248118970605466,0.998551225741507,1.2157462013761915,0.10403048760302967,false
128,10,normal,1,AH_exp,144754.08523560464,143344.08528846758,8.79964e6,171.7738788937647,-0.0034773105516474785,1.0064261388215061,1.5229026071659035,0.01934505541617241,false
512,18,normal,1,AH_fix,282549.9741113548,281695.53306849016,1.0297774e7,1127.7488242165068,-0.001993979005427147,1.0008397260944317,1.3109299485940937,0.06431510647415531,false
1024,15,normal,1,NUTS,530749.246529373,530412.2780131781,7870332,2760.191920439661,-0.0005665228274621963,1.0003037756391882,0.9735679531282244,0.29941726056097084,false
512,19,normal,1,AH_unif,110503.13289742784,109838.27593976038,1.1393408e7,657.0156847332739,0.0038986567811958132,1.002771466961613,1.9722064937024015,0.0008366960236308586,false
2,9,normal,1,AH_exp,309687.6309456666,308548.65168633446,4.264538e6,4.38998081382731,0.0005366525021254648,1.0035231094814798,0.6507299322185531,0.7908816799535072,false
256,3,normal,1,AH_exp,124693.50353241934,123794.50005809798,1.0069672e7,330.3504929805264,-0.0013219952762259372,1.0068381804055238,1.6258109029459433,0.010118648887075211,false
8,14,normal,1,NUTS,480471.9702313521,480353.71839637426,2698053,20.318515828106452,-0.0016818990895647813,0.9976112912934555,0.5815277005426083,0.8877563542578124,false
128,9,normal,1,AM,100831.15115088657,100083.42437430732,1.1699618e7,141.79764614011728,-0.003702399899187909,1.004782790336299,1.2827972228226372,0.07441916493281867,false
4,10,normal,1,AH_fix,324587.74614511506,325096.1895358286,4.78419e6,9.476970865611369,-0.0001382263486686317,0.998424970512747,0.7210869253497378,0.6759056016093086,false
32,5,normal,1,AM,117245.22808819411,116808.71776900298,7.803036e6,39.02266351759398,-0.0023221464465630883,1.0025050914704865,0.8934992485348658,0.40176875485272234,false
1024,16,normal,1,NUTS,569425.3921011221,563226.1723884476,7869251,2783.4223158137015,0.001719430932516097,1.0077480650652575,1.281053618027613,0.0750874013418604,false
4,4,normal,1,AH_unif,150833.4560441361,149883.91554186505,4.772464e6,6.246258263575148,-0.0010232309624283497,1.0060231031935463,1.464082153534207,0.02749012249399265,false
1024,15,normal,1,AH_unif,114795.14420065147,115290.02848398776,1.291452e7,1229.7037401069174,-0.0041401497752147545,0.9918709809705094,1.9250191827670164,0.0012086508666137464,false
4,3,normal,1,AH_exp,253433.11907262998,251495.81955378607,4.849058e6,7.787818358182729,-0.0011147932898684745,1.0070898148032155,1.0820901447575295,0.19213053267430089,false
64,8,normal,1,AH_unif,209118.67778881284,204870.45357855194,7.443586e6,109.87163019054397,-0.003275405196282954,1.0163520885470527,2.1775588284441767,0.000152190471121116,false
64,19,normal,1,AM,102994.20178186713,102366.36537688559,9.748275e6,75.12982558845536,0.004258002906455076,1.0024930375725079,1.4140382070415853,0.036667404331489226,false
64,4,normal,1,AH_unif,132321.834117627,131889.05636234727,7.614814e6,82.40302323219798,0.004312594428870534,0.9984778163123366,1.404637017413961,0.038663072039653856,false
64,19,normal,1,AH_exp,175578.73257757464,177640.594710976,7.58886e6,102.26991892176498,0.0012646251234665886,0.9878482686785222,1.9752800936616666,0.0008166371257162386,false
2,15,normal,1,AH_exp,263897.752880499,261998.42740426608,4.300372e6,4.307613528535345,-0.00188283911814606,1.0054361330503385,1.1092940715243458,0.17058163611089433,false
128,13,normal,1,NUTS,533784.92718409,535059.2727059801,5614379,338.92367174051174,0.00027105604849357606,0.9975454137212407,0.8778298792358328,0.42405771097171197,false
512,3,normal,1,AH_fix,310527.4961483889,309601.09302331414,1.0291894e7,1125.860175782903,-1.356361118090327e-5,1.0029921314771173,1.1580639923785156,0.13677781522262272,false
16,12,normal,1,AM,125841.08579612563,125449.79998408687,5.85645e6,19.764024842463574,0.0019448672124154972,1.0021896939372383,0.8490119119231281,0.4668215520991118,false
256,10,normal,1,AH_exp,129654.68567220018,128562.59184392265,1.006039e7,332.7077927187884,0.004368275311046948,1.0036666175532212,1.6025444504544453,0.011758834435609112,false
16,17,normal,1,AH_exp,180606.42509525528,180274.15883441755,5.945608e6,26.364321140842385,0.0011166993187948391,1.0014078846164014,1.1572326414583642,0.13730486567209058,false
64,7,normal,1,AH_fix,158213.5038349756,157758.83444182607,7.542834e6,103.29250770150793,-0.0009897240300979816,1.002577593502401,1.029559610948553,0.23965145120024436,false
8,7,normal,1,AH_exp,155141.5942670972,154764.09500549367,5.479406e6,12.21572701814321,2.2386270319098593e-5,1.0024389410580714,1.198810123154317,0.11289194004458647,false
8,10,normal,1,AH_unif,172345.2319815788,173335.24487159715,5.255664e6,12.165941636588332,0.0003833925313736615,0.9942384107013206,0.7636571172139384,0.6042310307375944,false
512,17,normal,1,AH_unif,111900.2961028584,113014.98939840912,1.1388746e7,656.0852782849275,-0.0029127955674047093,0.9882866238215938,1.6262351148733387,0.010090768877682595,false
16,8,normal,1,AH_exp,182542.49064463386,183416.1520373838,6.073672e6,25.68585503448911,0.002145775119656337,0.9935882499349922,1.347830624150646,0.052856950437591636,false
512,8,normal,1,AH_exp,108929.84768007741,109994.12561949031,1.150031e7,611.2704202020576,-6.376163954797433e-5,0.9903233595212745,1.2562330060782756,0.08516431396214866,false
32,13,normal,1,AH_unif,143750.57626641894,143272.9890759286,6.4866e6,47.17134769208663,0.00018565703610545997,1.0033242805683653,0.8128053619706748,0.5234556367952701,false
32,15,normal,1,AM,105391.46265454385,105954.71337016068,7.800881e6,39.11031479242113,-0.0013529840800598852,0.9943053904407652,1.4129206311105804,0.03689982318986234,false
2,16,normal,1,AH_fix,333256.59616133524,332949.2261114839,4.772542e6,4.501888066009706,-0.0008615909272495005,1.0004376474881553,0.8889563976794079,0.40815809132553027,false
4,17,normal,1,AH_unif,173274.10810035645,172843.04142912634,4.771644e6,6.447948006327997,-0.002657929309571916,1.0001126314667894,0.7594998763961982,0.6111992751738161,false
256,8,normal,1,AH_unif,154234.07802249058,152153.95897206358,1.0049434e7,391.6988880308245,-0.004541230898092021,1.007469812260044,1.7367889373634284,0.004797192350731208,false
16,19,normal,1,NUTS,651384.5826803917,655487.2162591903,3433082,45.213242492421365,-0.0005320130260632328,0.9933793994933476,0.8884892478787378,0.4088185125983669,false
1024,19,normal,1,AH_unif,105630.09154507302,105101.0220915217,1.2929042e7,1238.4176426718884,-0.002992056448289856,1.0032028173374983,1.2154816861902162,0.10416432030935435,false
256,4,normal,1,AH_fix,414559.50621626683,409218.3985356222,8.422994e6,634.9736072453104,-0.0034145079669809343,1.0036607544611276,1.399547405513431,0.03978256331065564,false
64,20,normal,1,AM,110854.58317674069,109704.8856192152,9.748968e6,75.16907262797591,0.004754578863928917,1.0056044341341854,1.1823640344936734,0.12208352124067486,false
128,5,normal,1,AH_fix,4526.275779348861,4498.091710967377,1.034541e7,10.095900460442692,0.003390925381371544,1.0061644220640653,2.87629984970809,1.3034846530271432e-7,false
256,2,normal,1,AM,103708.22323964919,104277.72865766735,1.3645109e7,263.5932778902631,0.0019239404742856896,0.9937897898138511,1.0723566695244813,0.20033605130995705,false
8,3,normal,1,AM,163534.82177275128,163793.5547549835,5.862047e6,11.771376409508411,0.001229410899168346,0.9979344455110841,0.5979784062650992,0.8669482351232672,false
16,16,normal,1,NUTS,603248.7880480646,601691.3830476758,3406026,45.68002816815513,0.0003660271211047741,1.00243018791906,0.7399611773603851,0.6440849317967163,false
256,5,normal,1,AH_fix,436440.093373833,432579.43556365697,8.432994e6,637.9900564961026,-0.002661336097484472,1.002892115167699,1.0447754983937898,0.22505812668844485,false
16,19,normal,1,AH_unif,142743.68337828157,141576.01099503704,5.621608e6,22.330505341876876,0.0010777135994486085,1.0079253538841417,1.4528053812815642,0.02935938757505329,false
2,13,normal,1,AH_fix,323585.6205667048,327198.3593572473,4.758522e6,4.434131412488793,-0.0004825037535985798,0.9888093932581925,0.8491055186871677,0.4666791229434508,false
4,16,normal,1,AH_exp,216432.81776057303,216781.20708867547,4.768274e6,7.687293631334369,-0.0009397332929692217,0.9980179100610084,0.6822629554563377,0.7405235457124919,false
32,2,normal,1,NUTS,630691.7657283262,630465.7540686614,3659564,91.13135971522327,-0.001563187947098656,0.9973632657115981,0.753610611913416,0.6210919382444794,false
64,11,normal,1,AH_unif,149481.94193536552,150047.99063094147,7.37144e6,95.68890613968834,0.002262950663430854,0.994740251033803,1.3424786287293102,0.05440111206654531,false
1024,6,normal,1,AH_unif,119019.91570332985,118241.3225914864,1.2900024e7,1237.1295866670596,-2.519923384155403e-5,1.0065846248199095,0.8122480254563982,0.5243495770440154,false
2,18,normal,1,NUTS,197114.9448672222,197517.07674810386,1741907,3.538083981576589,-0.0012465511120018009,0.9973674776457312,0.6174613922037224,0.8403523142248273,false
512,19,normal,1,AH_fix,158929.71538949184,159739.60651432045,1.0686614e7,825.1552033281727,-0.00235153209746566,0.993220427253008,0.8698116778869007,0.4357315999812923,false
2,18,normal,1,AH_exp,289837.7471458831,289658.9700157245,4.305946e6,4.335945262836367,-0.001436250695953873,0.9994643237019502,0.9201884275491068,0.36546626006575555,false
8,7,normal,1,NUTS,456617.121399066,456853.5396873418,2748225,20.684121403903088,0.000588887403008766,0.99917363123557,0.9830888090324947,0.2885705481904127,false
16,10,normal,1,AH_fix,1.1748954472305547e6,1.1835622498813693e6,4.80539e6,52.71211161593115,-0.0008025492563054912,0.9912077679351713,0.7142624872720305,0.6873800531170666,false
64,19,normal,1,AH_unif,118472.77157519902,116667.51610015806,7.484418e6,86.63080166616648,-0.0030104079616242348,1.013386764333546,2.262209510182828,7.177053405396362e-5,false
128,9,normal,1,AH_unif,156350.78113808515,158352.6282108915,8.511884e6,187.74401457280078,-0.0002090483029551641,0.9873453761026291,1.4518468766072488,0.029523322275668118,false
256,19,normal,1,AM,91298.18344130101,91806.4024921838,1.3641675e7,264.10837860608615,-0.0005085267543667696,0.9944183120612634,0.5877901940941825,0.8800250891104419,false
8,11,normal,1,AH_unif,139834.51515283328,139961.93595504385,5.17182e6,11.298611421661711,-0.0032754674190013503,0.9961601812544384,1.612113003506579,0.011057242226647274,false
512,16,normal,1,AH_exp,104389.3664138486,102697.95421840675,1.150283e7,604.3806864279213,-0.003423802458616773,1.014089482616492,2.365636821493581,2.755496111376426e-5,false
1024,2,normal,1,AH_unif,115300.88718528622,115435.28055685887,1.2917676e7,1232.828215444449,-0.003544624592860487,0.9960100453265067,1.4067736138222813,0.038201374233174885,false
256,18,normal,1,AH_exp,122462.89764527405,122357.95078060619,1.0077248e7,331.29194165288413,0.0019126180441348878,0.999983504827411,2.1549477499020213,0.0001851299718429829,false
64,17,normal,1,NUTS,409280.9916387541,409773.2677716586,3677638,155.7481444503564,0.0011529920668252557,0.9977400954532084,0.9788644201752277,0.29334831549891405,false
2,12,normal,1,NUTS,234149.62285301456,234378.86227605294,1596065,4.015080250709023,0.0022817724665954594,0.9966343489413209,1.0016344387325944,0.26825175926665373,false
4,15,normal,1,AM,155050.56836477912,155348.09452772397,3.918958e6,5.77117201184284,-0.001485474772625918,0.9974109215888037,1.1252039450802727,0.15889320257468212,false
128,17,normal,1,NUTS,393687.352860778,393065.546426009,5165532,304.81298631971356,-6.965711459465103e-5,1.0015783967369438,0.7637295323469715,0.6041097751580287,false
64,2,normal,1,AM,98445.34059769787,98181.04874968226,9.748338e6,75.26380609733636,-0.00031148842023130566,1.00267280703264,0.7298761260711899,0.6610953309947347,false
16,13,normal,1,AH_fix,1.2158708468027439e6,1.2029972782155857e6,4.79643e6,52.69637368124223,-0.0014929518020924426,1.0054714635280464,0.841210252042373,0.4787687125533199,false
32,8,normal,1,AH_unif,159661.3071589685,159174.2977441041,6.505026e6,46.97145433521446,-0.0018942076176810018,1.0019361276076502,1.226683803410765,0.09862020951691808,false
4,8,normal,1,AM,138075.62981959348,138794.2168654404,3.919366e6,5.76210263342811,-0.001131797272316753,0.9944780360629226,0.856807009196757,0.45503714252725924,false
16,7,normal,1,NUTS,619089.0273784143,622335.0930401927,3389952,45.270129109546176,0.0008822605576886737,0.9938425024353709,0.8578027133963531,0.45354314715412447,false
4,8,normal,1,AH_fix,348392.7577549281,342934.3512668494,4.951718e6,9.081213527210512,0.004562530703172722,1.001807764679089,1.4153500379106845,0.03639622181981042,false
8,10,normal,1,AM,138132.5266100096,137589.34681309416,5.862565e6,11.802562144056466,0.00028606979234555865,1.0039257964987764,0.6163228716857816,0.8419598886386339,false
2,1,normal,1,AH_exp,290188.5680141653,291372.86581672117,4.30821e6,4.24890047676839,-0.0003482995815675793,0.9958684461412752,0.8293047991032267,0.4972809678982578,false
64,12,normal,1,AM,128503.07418116895,127454.56552732176,9.748747e6,75.08939402785569,-0.004087449279609584,1.00404399646832,1.3337233199692093,0.05701095867011006,false
16,8,normal,1,AH_unif,144860.55942481244,145946.08487961272,5.576754e6,21.675176668898168,0.0006114965142189411,0.9924567453442734,1.2904853952969617,0.07153247827989076,false
1024,9,normal,1,AH_fix,1210.7280847359896,1281.7752991967086,1.2787962e7,18.519444248088803,-0.024885828221635056,0.9431098433521645,6.578768037162149,5.108996170358361e-38,false
8,9,normal,1,AH_exp,148364.9271020963,147871.4826473054,5.417994e6,12.269886670555092,0.0007346454877654555,1.003179543132076,1.1048760440130536,0.17394530579271447,false
2,11,normal,1,NUTS,257159.01733401674,257861.01040069168,1619429,3.9573342618738825,-0.0003652338696599571,0.9972122991271658,0.6643694038737635,0.7694299358217276,false
2,13,normal,1,NUTS,223567.43463494643,224281.67368518474,1665414,3.847560701436043,0.0002490518518237692,0.9967889719341891,0.6146146997001551,0.8443599323624271,false
8,12,normal,1,AM,137105.63275130664,136988.58421198488,5.865441e6,11.772744894128264,0.0008241379786830274,1.0006731092885635,0.6435793492589141,0.8018846936905843,false
32,16,normal,1,AM,110748.39779129862,110811.1460073509,7.802351e6,39.09940533341826,-0.0009197443050514066,0.9992523377539314,0.5356926296027495,0.9364529901179173,false
1024,11,normal,1,AH_unif,110006.33469735572,109887.75012686968,1.29142e7,1244.312471689567,-0.002288986859577658,0.9999511076999751,1.0549582803128033,0.21567420756657035,false
512,7,normal,1,AH_unif,140098.42550387164,139521.02254260023,1.1379882e7,655.7685387450614,-0.0027365797440988535,1.0020951003435281,1.3633450710865418,0.04859246855400606,false
1024,8,normal,1,AH_exp,97384.15865655524,96823.36069291776,1.3233432e7,1184.2811652850773,0.004412362267968827,1.002100316204483,1.3877109556692062,0.04249597957715794,false
8,10,normal,1,AH_fix,214531.71367833094,214657.83556862408,4.594774e6,14.923134760325674,0.0009803866413885718,0.9990069731026185,1.5644722770542643,0.014965611900141769,false
512,9,normal,1,AH_unif,100380.8234880942,100130.07873655827,1.1371014e7,600.6562898739893,-0.0005323227811577218,1.0024499200540977,0.9805685777192394,0.2914142251218431,false
128,4,normal,1,AM,95448.03483864726,95314.85732275796,1.1696211e7,141.96173072773206,0.004412889995366909,0.9977818233121195,1.0811211850957534,0.19293548685999395,false
1024,20,normal,1,AH_exp,100511.69980374353,100728.74081666948,1.3237068e7,1187.1073610797687,0.001911044299018667,0.9971288064631013,1.0307645709901578,0.238470586805341,false
16,17,normal,1,AH_unif,143026.01426624585,142508.28326910955,5.715358e6,22.31183866862654,0.0014193854638321402,1.0030765789574385,1.038052472717169,0.23142108051257643,false
2,8,normal,1,AH_fix,310611.3142389075,308908.4356789024,4.752242e6,4.4528698213574005,0.001079306298484132,1.004800845964039,0.834665117878103,0.4889051853774621,false
1024,5,normal,1,AM,99448.43518421464,98134.41840182754,2.338895e7,1079.3701319634022,-0.008233357923537396,1.0002545484923524,1.6694574307229004,0.0075891999613255205,false
512,2,normal,1,AH_exp,94691.12916821857,95868.40667406254,1.1511634e7,617.8324763348759,-0.0011840877780570005,0.9874611904178507,1.0066774895560684,0.2629104624687762,false
128,4,normal,1,AH_exp,129397.72669938701,128565.90905094951,8.800708e6,170.6599886884885,0.0003874028480427248,1.0064322907720753,0.9963605768149364,0.27392140730885395,false
16,3,normal,1,AH_exp,171018.2625088266,171275.63094280584,5.939108e6,25.039413953294254,-0.003544648423243012,0.9942955783462273,1.6055239235336671,0.011536179374799083,false
1024,1,normal,1,AH_unif,103206.67888152278,103078.6719396721,1.292469e7,1228.1457384656987,-0.000477150885190427,1.0011955164295587,0.9300345113111916,0.35261833378497354,false
128,15,normal,1,AH_unif,151805.41116905314,149565.50663113638,8.919768e6,177.64681474322302,0.0008179513599631525,1.0147781280954027,1.6322817309491597,0.009700864905469238,false
4,4,normal,1,AH_fix,353727.9112945408,355000.6657148802,5.051846e6,8.782495690290977,-0.0024006811026400917,0.9924483007619551,1.2787719039004628,0.07596954061486103,false
8,16,normal,1,AH_unif,148299.1003550376,147457.20803828,5.225358e6,11.307478176331589,0.0025386542161987997,1.0038511212369465,1.0653649753627974,0.20639547842739894,false
32,6,normal,1,NUTS,611586.6903391364,609259.2208787395,3659771,87.48714754840793,0.0008063467107538971,1.0030371210158697,1.1213933472286612,0.16163287648281674,false
128,6,normal,1,NUTS,373930.9325095891,375966.7796675586,3737888,296.09076386121563,0.0005700149683887478,0.9943538060952303,0.7914312543526023,0.5581448796086135,false
256,1,normal,1,AH_unif,100677.72384992232,99452.33145207768,1.0330692e7,289.8978161025093,0.0021740733453788396,1.0113978814555535,1.21537178532418,0.10421996714822158,false
4,14,normal,1,AM,130313.88113577038,130212.53099500154,3.919231e6,5.766498623938523,0.0009371870216160288,1.0005555263592827,0.5563138812615165,0.9163353492523006,false
64,8,normal,1,AM,110450.61650159015,109903.92817521756,9.747412e6,75.09831367956139,-0.0022088699591364283,1.0039298450869605,0.9010553253979481,0.39127524115532186,false
64,11,normal,1,AM,102707.7820946774,102491.81679739959,9.749585e6,75.09907503832615,-0.00335634391200397,0.9998517392576185,1.2645973445965524,0.08164834235131474,false
