dim,seed,model,nleaps,sampler,ess,ess_exact,n_leapfrog,msjd,margin1_mean,margin1_var,KS,ks_pval,mala
64,14,normal,1,AH_unif,149363.08353435493,148216.39125208577,7.332568e6,93.18088309260487,-0.003728838087809772,1.0036820092745682,1.5018004480736806,0.02197909909522801,false
256,6,normal,1,AH_fix,390849.47131264134,391415.98255735444,8.421922e6,635.1950898091865,-0.001662603472252775,0.9964693709990087,1.1442377567615836,0.1457590262341521,false
1024,8,normal,1,AH_unif,109678.29468031158,109732.63216890019,1.2922194e7,1240.747847112501,-0.0018615281054600694,0.9987658604547673,1.2663717048959597,0.08091843116517902,false
2,4,normal,1,AH_exp,267518.46141108626,265298.0859614269,4.291204e6,4.332220648722818,0.0014821431472382162,1.0072176228703855,1.1059380737872289,0.1731319882818251,false
32,7,normal,1,AH_exp,187426.60783316518,186897.91443839268,6.736338e6,49.61269529571574,-0.0004797472145362854,1.002745947548445,1.2620277056277587,0.08271523806877316,false
256,10,normal,1,AH_unif,152563.06765969374,152688.91453298758,1.0171004e7,388.60348585804593,0.0012900981264281155,0.9986824973643358,1.319585441984259,0.061452343421121595,false
8,6,normal,1,AH_exp,178762.45950012584,176118.61066228055,5.31251e6,13.31285864848361,-0.0027951276635293336,1.0123017036666133,1.3341317321838488,0.05688686600074452,false
2,2,normal,1,AH_unif,206174.82214337584,204685.865815247,4.257666e6,3.793091280253617,0.0007017113210715867,1.0070774050845488,0.7343443348844403,0.6535591402865083,false
1024,7,normal,1,AM,85539.18263688857,85192.62480758347,2.3387074e7,1079.566270338337,-0.004369629715719423,1.0008836694313559,1.7162897077727166,0.005526759821562847,false
8,17,normal,1,AH_fix,56302.754835239684,55962.84162053084,4.617398e6,6.03096802498368,-0.004298775397328782,1.0040464034385683,2.1594404320211424,0.0001780904878141611,false
128,20,normal,1,AH_unif,130139.62724075548,129283.52379664866,8.448034e6,183.42557580697692,-0.0006377099312466962,1.0065209832108435,1.1159510445334035,0.1656107389413677,false
512,4,normal,1,AH_fix,144648.27617709432,142184.7683780403,1.0952114e7,766.0948321210137,-0.004787528860649129,1.0108821370583867,1.9929458401014415,0.0007098058595025695,false
2,5,normal,1,AM,194561.36982722534,194708.20049664605,3.952873e6,3.403979718423453,0.0030237010281569314,0.9957787848561429,1.003735733948588,0.26601667949272007,false
32,11,normal,1,AH_exp,175049.01031926132,174251.40017914973,6.645094e6,49.810635979466575,0.0011858844841109305,1.004098300195051,0.7197264766405169,0.6781952265796891,false
128,20,normal,1,AH_fix,1537.3749133665171,1493.0201734777017,8.451146e6,3.8511782952505196,0.03665091397655356,1.0256815676915554,11.006996181248496,1.169588616202248e-105,false
2,13,normal,1,AH_exp,276645.91432301956,275962.16360946296,4.302e6,4.314850584421998,-0.0009980877366570335,1.0019413017898893,1.0610943766163246,0.21016539556797367,false
64,5,normal,1,AM,95457.69320493616,95219.79265302084,9.747489e6,75.13435452162868,0.0010534846350666951,1.0022905121996226,1.022696839739183,0.24646035529664256,false
16,10,normal,1,NUTS,663950.7641300549,667018.1676078684,3432106,45.32284721181303,-0.00011293934673801471,0.9953847859277974,0.7422524735044362,0.6402210857959838,false
8,13,normal,1,AM,166806.27276657493,167023.880964599,5.862274e6,11.770962016728843,0.0022703813817312526,0.9970219872693941,1.18869113346301,0.11847727920492436,false
256,1,normal,1,AH_exp,127273.38161797277,127703.7000815158,1.0080178e7,330.72911630440575,0.0020870019197418476,0.995545130377991,1.1897150925763071,0.11790196123166942,false
64,9,normal,1,AH_exp,177375.44472690337,176499.46719060422,7.599088e6,102.07413543771993,-0.0028834573879342362,1.0020860307580493,2.16729249911495,0.00016639162308519086,false
32,11,normal,1,AH_unif,141152.1104892304,141082.7450524868,6.493288e6,47.03814680835612,-0.0016609663538663779,0.9997346026411724,1.277083220042357,0.07662804274528436,false
512,9,normal,1,AH_exp,117629.26663509989,119406.22517092314,1.1529846e7,608.9490674208265,0.0007772409683233421,0.9849780742754636,1.5142445937589173,0.020389662260799447,false
512,9,normal,1,NUTS,671367.1171792562,665748.6794401978,7830402,1509.8345670474814,0.003212809501726922,0.9949395902697469,1.1345155973017,0.15235425614717835,false
512,7,normal,1,AH_exp,108881.27442353903,108607.79764121513,1.1493894e7,612.1483214874243,0.0005195421386469209,1.002461139821236,0.9188840375592804,0.3671905979750484,false
128,18,normal,1,NUTS,535730.7115914591,536349.222865025,5569352,334.31900164140677,-0.0002615574941196837,0.9987736074120114,0.9892642907898619,0.28168610501208824,false
1024,6,normal,1,AH_exp,98687.2151717947,99598.61534698977,1.3217318e7,1187.9468776880985,0.0022222916096835696,0.989897109558027,1.2555941012597316,0.08543803578005084,false
8,9,normal,1,NUTS,496150.48554406426,493907.66457990016,2687669,20.448268080510775,0.0010717141306133258,1.0034371977551955,0.7172390538174227,0.6823788820623156,false
1024,11,normal,1,AM,93995.7826104135,93433.54629571634,2.338648e7,1079.9791428633428,-0.0056799879058965705,1.0000988388931984,1.6347815092644282,0.009543699368954694,false
8,6,normal,1,AH_unif,110973.25853352553,110731.79705229912,5.347372e6,10.33487649311542,0.002842634733534519,1.0004299312290454,2.0431689196063303,0.00047322893153560236,false
4,18,normal,1,AH_exp,220689.10782884405,219323.24216634396,4.766488e6,7.708054839025628,0.0030369629464207805,1.0022653789263876,1.1999633363807902,0.11226941191747697,false
256,10,normal,1,NUTS,665900.6820340237,664131.4874124322,7033228,728.4668587630002,0.00013139405973239867,1.0026405158343683,0.7892063439144863,0.5617996790353559,false
64,6,normal,1,AH_exp,160054.24901290043,159744.06714115027,7.520178e6,98.60521184050185,0.0013279810813435202,1.001389688927183,0.8971025629464862,0.3967436804028046,false
128,9,normal,1,NUTS,383850.68704391294,385254.063714815,3736069,305.59542041933315,0.0010847562559301365,0.9954794537310502,0.6279720191454885,0.8252242343029756,false
128,4,normal,1,NUTS,312866.4867883689,310689.7326761,3837989,275.26735146625174,0.001952144719773865,1.0046831965033602,0.7218472796138826,0.6746255275891982,false
2,17,normal,1,AH_unif,224458.76210387595,223380.7726537907,4.263622e6,3.7728693843156345,-2.1375693527398505e-5,1.0048256477399395,0.502848231351436,0.9620942221270204,false
256,13,normal,1,AM,86058.98982562267,86243.26892758207,1.3642668e7,264.0865279832216,0.0013778193816860926,0.9975427946215623,0.9572872028348343,0.31862140083646895,false
4,18,normal,1,AH_unif,157433.13023737355,156596.29329239787,4.703624e6,6.194989667954269,0.0045603619126258375,0.9989734519551643,1.5833539766373121,0.01328828122039389,false
128,5,normal,1,AH_exp,114900.91141108218,113850.1349475354,8.832382e6,165.04700804520647,-0.0004471106827883607,1.009184074645765,0.9947745715737426,0.2756432567957039,false
128,6,normal,1,AH_fix,2350.249080638494,2463.5314709522504,8.853338e6,5.215255149281237,-0.006330096024955429,0.9538324562169341,4.4523665001465815,1.2091998479800138e-17,false
4,2,normal,1,AH_exp,258520.02509832132,255764.01708538068,4.933602e6,8.056579379865822,0.0005839748582838076,1.010605383655825,0.9627424629488814,0.3120942741774706,false
512,14,normal,1,NUTS,603953.2393096265,605184.4564421205,7827652,1425.0947256453046,-0.0018766622145153051,0.9938248954915391,0.6013562599889042,0.8624818409788899,false
16,10,normal,1,AH_exp,174950.84281140106,175023.7014605691,5.853498e6,25.794125711429732,-0.0019445890332884623,0.9982971271342614,1.04978225619422,0.22040620072718936,false
