dim,seed,model,sampler_type,selector,int_time,logstep_jitter,time,n_steps,miness,prop_log_diff,step_size,margin_ess_exact,margin_mean,margin_var
64,4,normal,SimpleRWMH,inverted,single_step,none,0.73716876,500545.0,188.39181073078984,NaN,0.12550913427746693,357.0226886431525,0.14182544764830338,0.9780277733100913
2048,7,normal,SimpleRWMH,standard,single_step,normal,6.817283307,587979.0,132.46879164947325,4.652352061234013,0.04338242772977918,279.19652477526364,0.13917863266563846,0.9188117123501361
2,26,banana,SimpleAHMC,inverted,single_step,normal,5.080475466999999,567404.0,138.4490246379089,1.737794992830118,0.16159274456703596,1002.9806597951891,0.4145383476289101,2.6905313157813455
16,15,funnel,SimpleAHMC,inverted,single_step,none,5.938601682,601966.0,155.89680719411206,NaN,0.24844769554628343,380.09352594817545,-0.47933464305110973,6.587042200453259
4096,29,normal,SimpleRWMH,inverted,single_step,normal,10.974802593,531333.0,131.37502630821487,1.7338069957286022,0.01961068756834516,409.1346267443952,-0.18791114038145046,0.5975112156958244
32,4,banana,SimpleRWMH,inverted,single_step,none,1.5044593910000001,547458.0,132.72352642361867,NaN,0.060858567093998436,4751.466991791011,-0.07678617619115319,0.5397402732006094
256,8,funnel,NUTS,standard,single_step,none,118.157574299,11642005,143.65446281174377,0.0,0.0251232,348.4550054208914,-0.07136798378596812,7.0939750600964455
32,22,funnel,SimpleAHMC,standard,single_step,none,7.555954216,621545.0,136.85203168988272,NaN,0.19698737599194985,220.60419674818456,-0.8684530646361666,9.99798952509829
1024,9,funnel,SimpleRWMH,standard,single_step,normal,10.076923646000001,601282.0,131.79035741141095,4.765537447512155,0.0450184618874054,2317.0447711033507,-0.9924160450710247,0.015014614901098159
8,2,banana,SimpleRWMH,standard,single_step,none,1.226479697,635394.0,138.96111311850993,NaN,0.12468991285609332,2182.638707283997,0.28719791525123817,1.1394181534564691
64,10,funnel,SimpleAHMC,inverted,single_step,none,8.781320996,562931.0,135.83765791933348,NaN,0.18252942119042886,558.8733619820159,-0.05100851914329668,4.243176918149484
4,19,funnel,SimpleAHMC,inverted,rand,none,3.9323110339999996,432720.0,118.63866352372939,NaN,0.41097018769320215,220.84847035526346,-0.3693935785625734,10.298313554529196
32,26,funnel,SimpleRWMH,inverted,single_step,normal,1.773385911,680457.0,114.32728534981787,3.1868427122379077,0.0992587696849433,114.32728534981787,-3.009904304003695,11.21356210241502
128,15,banana,NUTS,standard,single_step,none,24.426310348999998,3874441,135.11469916036899,0.0,0.0632346,8074.991765909578,0.08953589070141613,0.32667353705101265
16,12,normal,SimpleAHMC,inverted,single_step,none,0.35615520700000003,13757.0,206.04453090226534,NaN,0.7683581807076121,333.31595994491016,-0.1141583667710494,0.9264301934299937
256,7,funnel,SimpleRWMH,standard,single_step,none,4.199181835,605105.0,134.41528585937164,NaN,0.0727514337760059,620.116454268573,-1.9281740578241195,0.01743880388447384
16384,23,normal,SimpleAHMC,standard,rand,none,17.979401149,111661.0,180.25726243039927,NaN,0.20952246256113408,543.4836402739172,0.004573236523039955,0.9904645712623488
256,20,banana,SimpleRWMH,standard,single_step,none,3.2200240439999996,629026.0,135.02142711284563,NaN,0.06729755003803764,41081.28663029569,0.06944817684747191,0.060739729035054035
512,4,banana,SimpleAHMC,inverted,single_step,none,27.166128808,732869.0,204.80738586940058,NaN,0.12852818863045948,74569.59213888501,-0.010517024405187307,0.05227034940971643
8,24,banana,SimpleAHMC,standard,single_step,normal,4.621723349,666541.0,145.86283469101005,1.5581125631866193,0.1141036775223383,2780.365975202604,-0.12717801570385898,0.9978118813147983
256,19,normal,SimpleAHMC,inverted,rand,none,0.40296543500000004,16533.0,119.24772514060237,NaN,0.4538505995369858,244.23617387950839,0.0029649857028920187,0.9854291606257203
16,4,normal,SimpleAHMC,standard,rand,none,0.4346470580000001,16555.0,254.98707968716238,NaN,0.8248788582372927,483.5329114879174,0.010967202162249598,0.9853399171153484
64,18,funnel,SimpleRWMH,inverted,single_step,none,1.7307391990000003,560493.0,132.35827998376914,NaN,0.17363539617350077,563.2958908917299,1.7902003997880396,0.935331028786889
512,1,banana,SimpleRWMH,standard,single_step,none,5.0950487,637208.0,136.39603997677744,NaN,0.04917237519460865,99716.29670196475,-0.08351941534512967,0.020865782870202895
16,28,banana,SimpleAHMC,standard,single_step,normal,6.1617962770000005,612228.0,159.16801554734246,1.9628898917644748,0.17792525217739108,9544.637156379118,-0.07610371724811565,0.32559938146078393
8,17,funnel,SimpleAHMC,inverted,rand,none,7.989951110000001,1.775479e6,358.5647969552339,NaN,0.22932388098915743,610.8772689734719,-0.1392617714070588,7.552769758399489
2048,28,normal,SimpleRWMH,standard,single_step,normal,6.975022349,587783.0,132.2253345360728,4.76638018848632,0.04340974775446264,214.41163700651234,0.17217307155214062,1.1941305059963185
16,20,normal,SimpleRWMH,standard,single_step,none,0.47672448,289813.0,108.89912333621623,NaN,0.4484487361635982,604.237422671826,0.004977077813483721,0.9121247234400537
32,23,banana,SimpleAHMC,standard,single_step,normal,7.582477882,719104.0,156.04250747992364,2.0228280412467075,0.20040785830466493,13295.964874076488,0.03860111843293462,0.2325747312148819
2,17,normal,SimpleAHMC,standard,single_step,normal,0.34829463800000005,3969.0,151.25199503773345,0.7829713134230569,1.2815242223429464,157.11046628576227,0.011971348441468663,0.9606086541227268
128,7,normal,SimpleAHMC,inverted,single_step,none,0.371280581,27720.0,171.096596597194,NaN,0.5274879251547074,322.53706327634904,-0.025674611614587582,1.0447218058257774
2,22,normal,NUTS,standard,single_step,none,0.054271447,7475,648.4234605176453,0.0,0.860318,1039.3974054214016,-0.043229363380000024,0.9714164580989403
2,19,normal,SimpleAHMC,standard,single_step,normal,0.35281834700000003,7889.0,244.48570543453272,1.0700235344634128,1.2584938104440353,404.37817371902037,0.041362291645568684,1.0525175421482575
4,6,normal,SimpleAHMC,standard,single_step,none,0.370738295,3856.0,133.01506485993636,NaN,1.06007232334935,234.34315446086796,-0.09144890519235421,0.814108308322191
2,24,normal,SimpleAHMC,standard,single_step,normal,0.362377955,3895.0,149.2733179138595,0.9564032318822436,1.2521764427006181,153.11341339723816,0.11604600875385,1.103884245814686
8,10,funnel,SimpleRWMH,inverted,single_step,none,0.989293735,750173.0,136.47258809564872,NaN,0.3227343373539443,198.6327726597384,0.8294422616045576,11.388223578210914
32,11,banana,SimpleAHMC,standard,single_step,none,5.86627107,624435.0,134.15347228653533,NaN,0.10131513162948587,2694.811262223528,-0.6570454898173844,0.5376713410077575
32,25,normal,SimpleAHMC,standard,single_step,none,0.49952669499999997,15198.0,190.79656541158872,NaN,0.7252791564549562,316.87606311768053,-0.037745267969259755,0.9866284179716387
256,24,banana,SimpleAHMC,standard,single_step,normal,21.76680942,664026.0,138.69051484294812,2.321037312916416,0.1452089859031674,14363.982932909945,-0.1351134556591701,0.1699260469373721
4,25,banana,SimpleRWMH,inverted,single_step,normal,1.209657623,622450.0,134.3325160653969,2.8090344897844766,0.08341286082785263,683.1296581284266,1.3348446489752472,2.034203674881901
128,21,funnel,NUTS,standard,single_step,none,41.873091625,6368410,171.34589673935045,0.0,0.0387514,373.21254654548005,1.1481893151182951,5.856868150679679
32768,29,normal,SimpleRWMH,standard,single_step,none,119.600042027,649347.0,131.25588114809176,NaN,0.018489051575951584,189.86215520364078,1.1373170010664215,0.06116608169833131
1024,23,banana,SimpleAHMC,inverted,rand,none,160.469919106,3.322049e6,165.5704824790078,NaN,0.04739323717483826,33995.89499312522,0.026360235154467553,0.09522114977563653
256,24,normal,SimpleRWMH,standard,single_step,none,1.6815732099999998,573820.0,134.02768806708994,NaN,0.10931681132228434,279.09426590877996,0.13916243642710285,1.0351174776048995
2,14,banana,SimpleRWMH,standard,single_step,none,1.28006794,854541.0,144.743236485729,NaN,0.28756688261277175,309.54501920889834,0.2501688606821783,9.266935002558188
32,7,normal,SimpleRWMH,inverted,single_step,none,0.5259791859999999,250589.0,124.25316241578116,NaN,0.18086025813509524,316.1083537316338,0.047613849228830746,0.941331065327512
1024,18,normal,SimpleRWMH,inverted,single_step,normal,2.9261017099999997,512965.0,132.15201821746643,1.4377554196601932,0.03169120118624243,228.17834604510426,-0.4340463277425142,0.9567308906468724
256,13,funnel,SimpleAHMC,inverted,rand,none,1220.4810688349999,1.19308371e8,140.75795990322308,NaN,0.06315533921781286,272.8185556269449,-0.9134491387106214,8.033288323545381
32,8,normal,SimpleAHMC,standard,single_step,none,0.36067336299999997,15162.0,132.9709216591444,NaN,0.7254693291095063,281.7160218400741,-0.012078741449928772,0.96962415756937
8192,15,normal,SimpleRWMH,inverted,single_step,none,27.811903673,532018.0,131.2989737133946,NaN,0.01711673187557805,580.300910643126,-0.16036030584573172,0.4201975791689438
512,19,banana,NUTS,standard,single_step,none,25.283561945000002,1305443,108.33821455038449,0.0,0.0820873,17378.48593148618,0.023621567553185997,0.12467522107304979
32768,27,normal,SimpleRWMH,standard,single_step,none,106.770642005,649175.0,131.25373049826078,NaN,0.0185266082609396,911.4354833373833,0.35472352343102487,0.15798801267562937
4,30,banana,SimpleAHMC,standard,rand,none,12.902697103999998,3.216519e6,114.20207639671426,NaN,0.030128111115049882,114.20207639671426,0.6395177609167955,22.324710156922738
64,22,banana,SimpleAHMC,standard,single_step,none,8.83031962,610892.0,151.60832022752186,NaN,0.18900651324064027,19002.778268596925,-0.015544932462796798,0.1604585480661584
4,13,normal,SimpleRWMH,inverted,single_step,normal,0.34388046400000005,65836.0,144.04420714812983,1.6836403958328778,0.5763885707913852,224.5413699428621,-0.03670046719458525,1.0572831926198234
8192,25,normal,SimpleAHMC,standard,rand,none,8.839597756,102909.0,178.72117968291417,NaN,0.24421808269973144,498.6987991376983,-0.026435726237169728,0.96456163378723
64,13,banana,NUTS,standard,single_step,none,15.833870176000001,2833628,173.94599638361865,0.0,0.0853797,5981.146115202669,-0.047546253703685704,0.5408918032931794
8,7,funnel,SimpleAHMC,inverted,single_step,none,5.728908619,593079.0,141.09268274111975,NaN,0.38421735243627453,252.44959983862566,0.8894689957585453,9.608864740158118
64,22,funnel,SimpleAHMC,inverted,rand,none,187.59181876,3.3336278e7,161.76212007799182,NaN,0.10585890646980488,242.88849050503717,-0.20103858729329643,10.98141879335112
8,30,banana,NUTS,standard,single_step,none,4.7845525559999995,2024696,240.3022296345103,0.0,0.0918131,4894.306379270129,-0.07401595846651587,1.1382358564824901
1024,3,normal,SimpleRWMH,inverted,single_step,none,3.413291889,502918.0,132.1671090668763,NaN,0.03438972762541906,195.98088990855734,0.012394699787728308,1.3332636611570365
64,19,normal,SimpleAHMC,standard,single_step,normal,0.36991176299999995,30571.0,205.88579299381988,0.26118296384253814,0.692918932053486,390.6968474555681,-0.0013160746575344162,0.9464384183237813
8,13,funnel,SimpleAHMC,inverted,rand,none,4.4181732270000005,501766.0,125.27590488471995,NaN,0.2988941449193641,322.049234863364,-0.06589244792368701,7.676757990423992
2,18,banana,SimpleAHMC,standard,rand,none,15.03650041,3.024034e6,155.0019574078086,NaN,0.06902893402380054,411.7029822991567,0.07171065081179098,8.709786858036168
2048,12,normal,SimpleRWMH,standard,single_step,normal,6.752533422,587903.0,132.27399463953353,4.629447273618287,0.04347062819865201,218.70140418272527,0.021645633098342,1.1949150720550756
1024,27,banana,NUTS,standard,single_step,none,54.444463297,1211911,147.08647877236913,0.0,0.136502,42299.42526188327,-0.0132075300935,0.05804814258107552
256,8,normal,SimpleRWMH,inverted,single_step,none,1.373119726,500674.0,141.86251451179206,NaN,0.0637960757793521,243.97641699199644,-0.13996183028043474,1.131362430587022
512,19,funnel,SimpleAHMC,standard,single_step,normal,28.635159277,568272.0,131.87140316676823,1.2766352293413696,0.10258420586760097,374.0976931634575,-2.192316254688193,1.3851562976683012
128,8,funnel,SimpleAHMC,standard,rand,none,1178.135932722,1.56992727e8,150.46307242810346,NaN,0.09527705839038424,331.5888046930896,0.5822649260004148,7.288094156978627
8,23,banana,SimpleRWMH,inverted,single_step,none,1.406688453,541539.0,151.1309457868265,NaN,0.12384848067201029,6215.78323992306,0.0789618730992796,0.4674732839148527
256,16,normal,SimpleAHMC,standard,rand,none,0.555246553,38199.0,203.52919273045222,NaN,0.495405030191244,494.95967370048794,0.0859299132193301,0.9433887956058913
128,10,banana,SimpleRWMH,standard,single_step,normal,2.238357134,663499.0,138.44885605254512,4.777048883857206,0.08025562964913002,2585.170914608846,-0.9945887854430887,0.005163489667588989
8,29,normal,SimpleAHMC,inverted,rand,none,0.33964671799999996,7328.0,188.76436073085907,NaN,0.8782366384364617,213.78934469214977,-0.07332245546277255,1.0046993118077048
64,14,funnel,SimpleAHMC,inverted,rand,none,165.45362410799999,2.9228701e7,176.41207603238968,NaN,0.11239412559045575,323.18528708933064,0.323601729239579,8.688410009707901
512,6,banana,SimpleRWMH,inverted,single_step,normal,5.707973817999999,564036.0,133.7500918691985,2.292518041908682,0.027678956028928635,47337.59474395914,0.16081624552528656,0.029473685056059764
4096,16,normal,SimpleRWMH,standard,single_step,none,12.502346121,584189.0,131.50569389289,NaN,0.032269298951775785,138.16785093201204,0.06755030019541047,1.8758540556170866
128,19,banana,SimpleAHMC,inverted,single_step,normal,11.83559739,601862.0,183.07227922408725,2.658773603668261,0.18908032378837114,37963.432266780575,0.08734931748423938,0.08041182958369986
512,9,funnel,SimpleAHMC,inverted,single_step,normal,31.85679574,513101.0,133.74111127971142,1.2391597543421897,0.09613165933445085,221.6751792158881,-3.1014323712179004,0.8273786607730426
32,1,banana,SimpleRWMH,inverted,single_step,none,1.342802169,551053.0,135.9775163859783,NaN,0.05626151475198118,3023.818954728022,0.838399579073856,0.15269743317478823
1024,3,funnel,SimpleAHMC,inverted,single_step,normal,42.53591060000001,572602.0,110.65022753962933,1.0901807874756022,0.081281042992366,110.65022753962933,-4.439912770634374,1.1968613327821092
1024,27,normal,SimpleAHMC,standard,single_step,normal,1.696047154,122430.0,265.76239989226445,0.24939837604046008,0.44027499659382574,549.8167969998997,0.07185262596326718,0.9433970797787744
1024,13,banana,SimpleAHMC,inverted,single_step,none,45.195835509,610012.0,140.43828905972393,NaN,0.0733348442817647,20853.308900246022,-0.29083063946010645,0.04207335137831267
16,6,funnel,SimpleRWMH,inverted,single_step,none,1.3411218850000002,782732.0,133.54998096978696,NaN,0.17936858075764234,332.5378859368273,-0.3477363495478699,6.980189546447993
32,14,normal,NUTS,standard,single_step,none,0.10600438,14824,1559.928448454177,0.0,0.584611,1785.914532541203,-0.02901915190000001,1.0626123542498087
64,13,funnel,SimpleAHMC,inverted,rand,none,355.36469243,7.0010693e7,177.4926426011541,NaN,0.11051871099850001,333.80853756926655,0.3176058770680334,8.436585055757272
64,23,normal,SimpleRWMH,inverted,single_step,normal,0.7695694329999998,505184.0,186.03896115357665,1.3789194427214975,0.11716189536052866,326.6340597972988,-0.14756331603029424,1.0310530623047793
16,19,banana,SimpleAHMC,inverted,rand,none,25.535282147,5.228374e6,132.2174075164166,NaN,0.016883226208178302,188.97400445317604,3.1350338422014805,3.86424984572505
8192,25,normal,SimpleAHMC,inverted,single_step,normal,11.801680507,112224.0,109.99942988769614,0.4444976418041233,0.25461174048419005,264.74446481345944,0.06096695192595438,1.0484156357611927
1024,25,normal,SimpleAHMC,inverted,single_step,none,0.9681101320000001,55284.0,123.83018236418279,NaN,0.3719005269139685,308.2261326424469,0.036966448531626915,0.9408649562145447
128,21,funnel,SimpleRWMH,inverted,single_step,normal,2.0841882700000003,554880.0,131.3454334259209,1.9187866274924523,0.07912285152930715,922.7527984229926,-0.9896206824108017,1.5385343530264652
16,10,funnel,SimpleAHMC,standard,rand,none,19.043825412,5.188681e6,150.09413178456043,NaN,0.18435118407221088,315.98758714639337,0.017964388127247183,8.084483925711261
128,27,banana,SimpleRWMH,inverted,single_step,normal,2.480968849,558276.0,140.50903515886975,2.394362055003567,0.048180575545207854,8344.121993208224,0.5433075842936773,0.013565459445969756
512,7,normal,NUTS,standard,single_step,none,1.051037416,30520,1232.1459191195804,0.0,0.316564,2128.1461271035873,-0.0042816673199999895,1.0230757679570763
64,4,funnel,SimpleRWMH,standard,single_step,normal,1.7831962890000002,621398.0,135.74844645478134,4.8083140711185965,0.24424215275311434,1003.8521523034475,1.3081857394979903,0.633767910482638
512,12,normal,SimpleAHMC,inverted,single_step,normal,0.705768926,56061.0,138.5158146187064,0.4423316111082091,0.4048820807270821,270.1460131084323,-0.03656751050812568,1.0831852576472643
16,1,normal,SimpleAHMC,standard,single_step,normal,0.359656135,15268.0,229.4412890769891,0.32782518807024835,0.869560452538607,408.8970306784418,-0.0012075766426832175,1.0536206438965199
256,5,banana,SimpleAHMC,inverted,rand,none,111.18306489300001,3.42944e6,146.4739242129509,NaN,0.04218072613961426,6273.633344486842,-0.31993308225010675,0.3466700398541223
256,11,normal,SimpleAHMC,inverted,single_step,normal,0.5220565209999999,56138.0,181.3791034309426,0.4506254669124785,0.45214475672993326,334.8921889792851,0.013676648214794813,1.0091799437754787
4,5,banana,SimpleRWMH,standard,single_step,none,1.245200139,681071.0,136.03839270993228,NaN,0.15927586296040377,899.9675802164369,-0.33348308405903515,2.860369123818671
256,12,funnel,SimpleRWMH,inverted,single_step,none,3.403212561,520099.0,133.78294398347182,NaN,0.06325723336593377,21747.246434416178,-0.2364196187632897,0.05730069527856072
32,15,funnel,SimpleRWMH,inverted,single_step,none,1.737713835,587252.0,132.55602021329096,NaN,0.14086495503672739,341.6996714999877,-1.312792504452463,5.116166128035181
2048,15,normal,SimpleAHMC,standard,single_step,normal,3.2073851959999997,122351.0,208.13589637520832,0.2648809686390469,0.39164073297768337,480.1137782055037,0.02375539340699523,1.018502344552051
4096,13,normal,SimpleAHMC,standard,single_step,none,6.150550262,121638.0,152.34421664737357,NaN,0.32381289271275104,452.95019148299775,0.09075943324539074,0.903651107293992
2,4,funnel,SimpleAHMC,standard,single_step,none,3.5481619959999997,339997.0,273.2955845536169,NaN,0.778569692974684,660.6480046204192,0.008646235117308679,6.537449639092096
32,8,funnel,SimpleAHMC,inverted,rand,none,181.00823366499998,5.9806335e7,214.21475946915726,NaN,0.13004881513417377,343.71848106849774,-0.01639375769768298,9.422513908004028
8,17,banana,SimpleAHMC,standard,single_step,normal,5.319809083,587737.0,146.46517118946232,1.8747139958537185,0.15876058552660774,3105.8305813400634,0.38383602240631753,0.7563122450693454
1024,6,funnel,SimpleRWMH,standard,single_step,none,6.832521174,596654.0,132.91299312555265,NaN,0.04442926368565013,1941.2591944696273,-1.0909945011112494,0.0025129659625584833
2,16,normal,SimpleAHMC,standard,rand,none,0.355152221,3891.0,184.34135086177827,NaN,1.2722745749462165,361.7935934181005,-0.009642506277452284,0.8064122707502857
64,28,normal,SimpleAHMC,inverted,single_step,none,0.38346736699999995,27562.0,207.35272406043387,NaN,0.5887098092771236,561.63957172827,0.020405167122657455,1.0106194744980757
2,14,normal,SimpleAHMC,standard,single_step,normal,0.35921499199999996,3875.0,131.11548371777133,1.0973529986350332,1.2869860672015834,301.1747699458338,-0.020540494238047956,0.9068529535029584
1024,3,banana,SimpleRWMH,standard,single_step,normal,6.755575692,648260.0,134.52848969482008,4.806296689262453,0.03753048546153706,67045.3600927869,-0.15371789818620968,0.015442303196647333
16,6,normal,SimpleRWMH,standard,single_step,none,0.47753313799999997,289285.0,114.33389937443145,NaN,0.4576985442027235,565.568361212625,-0.030420749689186545,1.0587387150961807
64,20,funnel,SimpleRWMH,inverted,single_step,normal,1.714025644,562785.0,132.40639718887695,2.0514933410563567,0.07635306106298903,1084.7317302771746,-1.093260002714509,0.9676980248495516
2048,29,normal,SimpleAHMC,inverted,rand,none,1.208440715,40306.0,165.36786313259523,NaN,0.2885994354953356,333.6229533481636,-0.0009875987348573062,1.129237018463485
32768,15,normal,SimpleAHMC,inverted,single_step,normal,83.13776012899999,224528.0,162.65872503876656,0.4505009507747555,0.2015464571533284,353.09707225444174,0.0677879601586084,1.050085471135761
4,5,funnel,SimpleRWMH,standard,single_step,normal,1.3642551210000002,924369.0,234.36921639717983,5.208425250949541,0.7305526086479753,647.6686697651776,0.18751551955468596,5.501896618682644
16,10,funnel,NUTS,standard,single_step,none,4.323345311000001,1714994,218.80857201634166,0.0,0.0367061,417.43045956958326,0.9285949829007225,6.09856843943712
2048,25,normal,SimpleRWMH,inverted,single_step,normal,6.438450776,519613.0,131.6308236971612,1.5809388637827102,0.024678672966037863,593.5370325379981,0.2386607069421789,0.38612346611212117
32,19,banana,SimpleRWMH,inverted,single_step,none,1.450571823,563928.0,133.8016342836229,NaN,0.06312423732372759,2698.673650654699,-0.8465540105840286,0.23936937481524959
64,29,normal,SimpleAHMC,inverted,single_step,none,0.38764566799999994,27710.0,201.64607133561992,NaN,0.5939598796987493,419.47594476864225,0.035522491981847315,0.9799775781389662
512,20,funnel,NUTS,standard,single_step,none,168.176518891,7698870,140.42611077476997,0.0,0.0342918,403.5362037449424,1.2632934952759747,4.304634703398944
32,22,normal,SimpleAHMC,inverted,rand,none,0.37504005300000004,7883.0,118.89504866719793,NaN,0.7485641176317629,303.40309571327407,-0.03369333932921211,0.8649653201074097
256,23,funnel,SimpleAHMC,inverted,single_step,normal,18.751905098,509461.0,132.11121153982404,1.1158089087071743,0.1071899786670585,216.21335721380535,-2.7948254194755138,2.918313525955565
2,16,banana,SimpleAHMC,standard,single_step,normal,4.91091991,607047.0,147.6111736827465,1.7436029527581836,0.14010556500898813,1083.574888685892,-0.09259701351010449,2.6956918077790353
16,14,funnel,SimpleRWMH,inverted,single_step,none,1.253793714,626529.0,136.60735375977742,NaN,0.20983129840014955,739.5972978153184,0.3256714294475067,3.1920623781993336
64,14,funnel,SimpleRWMH,inverted,single_step,none,1.7355499770000002,627730.0,134.82143574410352,NaN,0.09772555239002724,336.6606492955519,-2.5647471051585358,0.31401799285316523
16,12,banana,SimpleAHMC,standard,single_step,none,5.568860379,584973.0,142.6685383850836,NaN,0.15228789914921487,3969.4065067292213,0.019716856503325428,0.6900963586121136
2,20,banana,SimpleAHMC,standard,single_step,normal,4.856088171,582310.0,169.7365191586069,1.7565832892293283,0.1644656815653264,1683.8609781227872,-0.005373329101098084,1.902591698519794
128,1,funnel,SimpleAHMC,inverted,single_step,normal,11.219863174,524144.0,133.8395197472572,1.435492341631135,0.10936369612960621,382.602617716617,-1.7628568127139308,2.9964509179432843
512,23,normal,SimpleAHMC,inverted,rand,none,0.538733185,36146.0,229.99371752354963,NaN,0.3878555671362201,603.4991776892421,0.04790046170564227,0.9036321282390334
16,2,funnel,SimpleRWMH,inverted,single_step,none,1.298098983,715762.0,109.21674005542111,NaN,0.3010649958356355,109.21674005542111,2.501065357197854,15.069028380058736
32,9,normal,SimpleRWMH,standard,single_step,none,0.9141339629999999,577494.0,161.51535386185625,NaN,0.3131564775702309,625.4112237139686,-0.07016143559217178,1.0317640895679498
512,10,normal,NUTS,standard,single_step,none,0.771513027,30206,1246.940879663934,0.0,0.340463,2258.7711725547024,-0.005657317624999991,0.9321841342226836
256,18,funnel,SimpleRWMH,standard,single_step,normal,3.626586021,604188.0,131.61168779898702,4.698939228532728,0.11401187578611362,7715.03214153335,-0.11737667344195812,0.2936008655124827
16,17,funnel,SimpleAHMC,standard,single_step,normal,6.060548311,607666.0,145.61032279252396,1.7157448831213113,0.29169952548770867,329.8425481127965,0.6454688249949267,7.232403598351608
256,28,funnel,SimpleAHMC,inverted,rand,none,1677.920463935,1.68322906e8,137.1985332076126,NaN,0.048087188715000465,183.7743738664835,-0.7920599874840444,12.279127229359453
16,4,banana,SimpleAHMC,inverted,rand,none,20.234537995,3.556309e6,140.60391579641694,NaN,0.03667677637420527,807.7955002885063,0.35822496059885356,3.405099015223345
16,6,banana,NUTS,standard,single_step,none,2.931019075,529855,142.67582038276566,0.0,0.113561,6014.852279935632,3.087096799989316e-6,0.4875528587649165
8,9,funnel,SimpleAHMC,inverted,single_step,none,5.791395338,601851.0,139.90248818877413,NaN,0.3964564770573507,247.5883664881455,1.1851020659251632,9.21073351139565
16,9,normal,NUTS,standard,single_step,none,0.169553969,13590,1682.735149074542,0.0,0.646085,3565.5553473791047,0.0013966017599999988,0.9660047262368793
16,12,banana,SimpleAHMC,standard,single_step,normal,5.919985533,598932.0,141.51296314205683,1.8545208311006551,0.13722085984159296,4540.783038024789,0.1930151731184031,0.573908060203422
64,27,normal,SimpleAHMC,inverted,rand,none,0.41282762,16054.0,161.032732302135,NaN,0.6117847071975325,315.5673953117248,-0.04576788710876678,0.9694160538695911
4,27,banana,SimpleRWMH,standard,single_step,normal,1.2775548319999999,685497.0,143.52091182220374,4.952399266102932,0.16914839057800704,1198.7725960963548,-0.14451977313160402,2.284095207051375
32,28,banana,SimpleAHMC,standard,single_step,none,6.547484484,601149.0,157.10160382788123,NaN,0.18350925033365065,11489.728853770972,-0.12496539279370833,0.24675949276144954
512,25,normal,SimpleAHMC,standard,single_step,none,0.834116186,60876.0,152.02626011761808,NaN,0.45844935376896895,383.7012732982739,0.10100044234361394,1.079795760654157
512,5,funnel,SimpleAHMC,inverted,single_step,none,22.365351351999998,567901.0,131.4661851261951,NaN,0.0759468434192939,278.8449383848719,-2.386543318811398,2.6080266226358204
4,3,funnel,SimpleRWMH,inverted,single_step,normal,1.2090257690000001,719776.0,176.16789618741623,3.2742366465261457,0.3909957518741561,402.7434227993928,0.28278654697220995,7.043580277152104
1024,16,normal,SimpleAHMC,standard,single_step,none,0.7944411520000001,60583.0,103.65275250983952,NaN,0.40871048070103455,299.84103298183373,-0.019941944064367598,0.9730656259436536
8192,28,normal,SimpleRWMH,standard,single_step,normal,32.563593341,605802.0,131.3435080624734,4.745154927445094,0.025948010983739615,209.64599978595245,-0.9257054930548388,0.37267655386467435
2,1,banana,SimpleRWMH,standard,single_step,none,1.281783338,858204.0,143.66643962637787,NaN,0.28903328933336364,252.69392075726466,-0.6657167788070981,10.433561798058985
32,27,funnel,SimpleRWMH,standard,single_step,none,1.4590267030000001,724846.0,108.83188424379297,NaN,0.10986635605693086,108.83188424379297,-4.525096777846639,0.823054602123291
128,12,banana,SimpleRWMH,inverted,single_step,normal,2.1533992709999996,557500.0,133.0495724239661,2.296741065318095,0.04517678538900907,11319.416632449129,-0.2891866289193377,0.14559581774455438
32768,13,normal,SimpleAHMC,inverted,single_step,normal,93.457423517,224640.0,157.07421999055674,0.46210187119305945,0.20091360535565658,337.66381777654505,-0.01424041701767459,1.0422960272333277
512,3,funnel,SimpleAHMC,inverted,rand,none,2741.3908893010002,1.06652805e8,139.74651745219035,NaN,0.048205010816683526,347.8877277912747,0.8831775251203484,6.12859593663555
256,18,banana,SimpleRWMH,inverted,single_step,none,3.609633889,555259.0,138.46840130469843,NaN,0.037906038577629406,9468.717202350233,-0.5174440131542495,0.004063313755229798
16384,28,normal,SimpleAHMC,standard,rand,none,18.014149273,111473.0,156.53579522765037,NaN,0.21074745658958532,544.5076901307276,-0.038386165313061854,0.9367952366520097
32,27,normal,SimpleAHMC,inverted,single_step,none,0.3672094130000001,13852.0,121.26008140054434,NaN,0.6718003862873326,331.0002803092951,-0.027731189631863277,0.9578950921933475
4,19,funnel,SimpleRWMH,standard,single_step,none,1.0854900920000001,774984.0,155.0471125138702,NaN,0.803932944248286,384.1813656036945,0.23783048386730724,7.149944155833921
8,6,normal,SimpleAHMC,inverted,single_step,none,0.40670760799999994,6854.0,193.35872580129057,NaN,0.8791865738540995,193.35872580129057,-0.024494733676882353,1.0925202355117487
2,11,banana,SimpleRWMH,inverted,single_step,normal,1.248754274,751660.0,148.15135616681613,3.943098491569726,0.22095692704797937,504.39065179321153,-0.8773061422778606,4.9464291804621
16,25,funnel,SimpleAHMC,standard,single_step,none,6.6343928210000005,717567.0,141.47066761859767,NaN,0.22546976250306872,230.2564191954188,-0.5544180154737098,10.283197178153594
