dim,seed,model,sampler_type,selector,int_time,logstep_jitter,time,n_steps,miness,prop_log_diff,step_size,margin_ess_exact,margin_mean,margin_var
128,5,banana,SimpleRWMH,standard,single_step,none,2.20569624,628557.0,141.48347960771,NaN,0.08336150104851492,29487.44159810875,-0.15216352579732978,0.07017640253910017
16,22,normal,SimpleAHMC,standard,single_step,none,0.377014462,7582.0,111.41427562310493,NaN,0.825101402685314,195.2212893731892,-0.027349745749832854,0.9014113521152651
32,6,normal,NUTS,standard,single_step,none,0.107554892,14802,1763.2893939628239,0.0,0.571595,2575.953298322772,-0.0013349222327000017,0.9532658793723509
32,18,normal,NUTS,standard,single_step,none,0.107178276,15044,1228.65969292503,0.0,0.546884,2812.7349098138193,0.009019921649999998,0.9297457144383258
32,1,normal,SimpleRWMH,standard,single_step,none,0.8885883829999999,576911.0,166.46556611824658,NaN,0.31334191992387084,641.5977173539285,0.010885129259008683,0.9799633557154744
1024,19,normal,SimpleRWMH,standard,single_step,normal,3.4231545,584249.0,134.8701645649776,4.575493802821381,0.05892311273777689,313.9603402472934,0.22529736167214903,0.8079296745251858
2048,4,normal,SimpleRWMH,inverted,single_step,normal,5.376755716,521637.0,131.4973610465202,1.540114887272665,0.024086087812512487,297.1386930355979,0.3040117553851102,0.7854613198350947
256,4,normal,SimpleAHMC,inverted,single_step,none,0.43107232500000003,27617.0,108.40111002195141,NaN,0.47427992542861747,237.37362262893083,-0.001514021436253385,0.9545734234843238
256,16,banana,SimpleAHMC,standard,single_step,normal,22.481310053,682485.0,141.29421548734544,1.7515344893886207,0.04865475693580388,5838.667616758304,0.6610303693306581,0.0034758124302671
512,3,funnel,SimpleRWMH,inverted,single_step,normal,3.819992206,533798.0,131.80202330153924,1.8621916422572267,0.030760900814559785,1075.1722891559782,-1.4531134313373792,0.04170916006275038
256,15,normal,NUTS,standard,single_step,none,0.599901005,28326,1345.0970473424793,0.0,0.337124,2177.333494996094,-0.033902368384,0.9872079416966445
256,1,funnel,SimpleAHMC,standard,rand,none,1155.275061195,1.10170142e8,149.52458072229004,NaN,0.07597722171071979,403.18727276802866,1.0279493564545779,5.129750949292947
256,14,normal,SimpleAHMC,standard,single_step,none,0.387264465,30212.0,103.89105000017815,NaN,0.5147602108261125,245.82655012750254,-0.004477107664395557,0.9865420993821157
2,21,banana,SimpleAHMC,standard,single_step,normal,5.085595782,583037.0,142.39260368743544,1.68536865827174,0.14223226204022305,813.8817881851738,-0.0976828917166318,3.4516359338288902
4096,2,normal,SimpleAHMC,inverted,single_step,normal,6.039953113999999,111696.0,131.07463888143096,0.48070121340054006,0.28437196270303633,359.00502691861493,0.016827223291146047,0.9241254566199121
128,28,banana,SimpleAHMC,standard,rand,none,52.614950306,4.286376e6,149.7510960319574,NaN,0.039425589570763225,4918.1013784771585,-0.1776315355196541,0.5580225794712754
2,13,normal,NUTS,standard,single_step,none,0.05795236,7606,738.4243772663115,0.0,0.833279,1193.1807041312522,0.02839032367,0.949151851126865
512,30,funnel,SimpleAHMC,standard,single_step,none,33.358180680000004,566992.0,133.8025765668708,NaN,0.12195990165672176,1763.1110020473777,-0.8390089031393664,0.6225920992086217
256,3,normal,SimpleRWMH,inverted,single_step,none,1.350110057,501045.0,141.77411984983902,NaN,0.06330210487456904,341.84641898639956,0.11150957996884049,0.8312773784926146
16,17,funnel,SimpleRWMH,inverted,single_step,none,2.734155855,1.692784e6,264.6883068331699,NaN,0.21511753704592065,354.41344436989505,0.41294937556330635,9.222685561130191
2,14,normal,SimpleRWMH,inverted,single_step,normal,0.39344041399999996,17595.0,126.53640099265701,2.4731208794079373,1.2036246861855817,232.23225650627563,0.0736908064247539,0.9399156508906741
16,7,funnel,SimpleAHMC,inverted,single_step,none,10.910713389,1.350228e6,291.95282010096867,NaN,0.23177915675877123,395.97345677597605,-0.5475672298701144,8.830620639307332
64,3,funnel,SimpleRWMH,standard,single_step,none,2.004521264,597241.0,131.60183017016016,NaN,0.2052064783393624,2650.7746817747966,-0.0050165828266056645,0.9043953468754404
4,20,funnel,SimpleAHMC,standard,rand,none,3.9378313380000005,438898.0,158.47712581556826,NaN,0.47774849588789525,489.78245645296914,0.27675612912547,6.786669960525225
8,14,normal,SimpleAHMC,standard,rand,none,0.372515998,7715.0,193.68828012011724,NaN,0.9295254334281534,216.2376245573679,0.0031652023132890225,0.9713186792823421
1024,3,banana,SimpleRWMH,inverted,single_step,none,10.008558704999999,566654.0,132.7442143956496,NaN,0.023187873361338634,98453.29902225362,-0.0813159651722868,0.020309773221278696
16384,28,normal,SimpleAHMC,inverted,rand,none,13.107152840000001,100054.0,245.6582950679985,NaN,0.18417245502773888,492.02219093557403,0.045651672599460555,1.0119866740064594
64,29,funnel,SimpleAHMC,standard,single_step,normal,8.977738834,588365.0,136.3929226963043,1.3287149434677357,0.17443386074657122,408.7360232246969,-1.3204371544083418,4.050519777917035
4,26,normal,SimpleAHMC,inverted,single_step,none,0.360567773,3386.0,133.76030514101154,NaN,0.9851990753925307,150.00335770025777,-0.02677605591896089,0.8871678462207797
64,11,funnel,SimpleAHMC,inverted,single_step,normal,8.863240261,553274.0,133.9634699786903,1.409512732676842,0.1407317687491408,246.401287829732,-1.4915134659166653,7.271922516174673
256,6,funnel,SimpleAHMC,standard,rand,none,1175.191108066,8.0014665e7,139.70216095198393,NaN,0.06882696867304175,273.53781314511684,-0.1499825304607435,8.762968884701262
8,16,banana,SimpleAHMC,inverted,single_step,normal,4.395074826,560042.0,146.29879339877053,1.648031990382721,0.12304531449006499,3344.227638536381,0.21607974658683712,0.7966888190750447
32768,13,normal,SimpleAHMC,inverted,single_step,none,86.59355308100001,222220.0,185.62426602234373,NaN,0.2084515761825635,398.77214906380345,-0.026742094782829906,1.0005735274362186
2,6,banana,NUTS,standard,single_step,none,0.201426621,112615,123.4245013973109,0.0,0.0236469,264.6844457261089,0.4171018143429999,7.249264004761513
4,29,normal,SimpleRWMH,standard,single_step,none,0.4371094939999999,149084.0,104.89061708835683,NaN,1.0620072995981977,897.2930375171062,-0.011111287217698539,1.0444400289121658
64,21,normal,SimpleAHMC,inverted,single_step,none,0.4062771989999999,27585.0,192.81142472751054,NaN,0.5896363442675652,372.5289905907312,0.059019720166458484,1.0212091006762871
32,19,normal,SimpleRWMH,standard,single_step,none,0.6291978850000001,577800.0,174.2950534968542,NaN,0.3144470318202835,573.2462578050396,-0.04977353504244855,1.1513128034526992
64,12,normal,SimpleAHMC,standard,rand,none,0.37218263199999996,17712.0,140.17599699197982,NaN,0.7168580464674783,217.02668669663444,0.05671015423847386,1.0982144224876056
512,30,normal,SimpleAHMC,inverted,rand,none,0.6900080849999999,18060.0,114.03503923197418,NaN,0.3928367088094656,275.11494371832697,0.06792952481922451,1.1217891369064625
16,7,normal,SimpleAHMC,inverted,rand,none,0.328179285,7609.0,189.75826052540793,NaN,0.7869471614068132,436.8856965172245,0.017246872085930575,1.0533399997993527
16,19,banana,SimpleRWMH,standard,single_step,normal,1.36696982,641190.0,140.1083005383933,4.826302549294876,0.12989374364695053,4011.8609935077347,0.2891034321328017,0.5911755701864294
128,5,normal,SimpleAHMC,standard,single_step,normal,0.34857649299999993,30630.0,149.4302285324417,0.23479929196547655,0.617009766518275,290.7927313249995,0.01266500846323662,1.0236412233629117
16,4,banana,SimpleAHMC,standard,rand,none,22.555785978,4.216758e6,142.52752997314977,NaN,0.03244887556831104,612.85290936638,0.21353001817624023,4.752375989905369
2,15,funnel,SimpleAHMC,standard,single_step,normal,2.7725221500000004,173860.0,280.5463063583604,7.7099830544808015,0.8061267760757321,608.7968875974228,0.2866604463430824,5.624398338932602
16,7,normal,SimpleRWMH,inverted,single_step,normal,0.4924528020000001,255075.0,204.07356811661313,1.4256461824305953,0.23995128520237669,358.245565550938,-0.015560216666248943,0.9775315474795013
4,8,banana,SimpleRWMH,inverted,single_step,none,1.173757783,621540.0,131.7159728638683,NaN,0.08477819272193403,277.8748424032965,-2.588569172279676,2.58111892668745
128,26,banana,SimpleAHMC,standard,single_step,none,7.108569884,301858.0,129.85634752542163,NaN,0.22104024691829063,50133.254650467796,-0.038957840851078264,0.059116067411316926
32,23,funnel,SimpleAHMC,inverted,single_step,normal,7.37341596,566796.0,135.40300930733358,1.960970214495312,0.23090409553125205,201.2330347040848,2.470691596846664,5.557796782775809
32,5,funnel,SimpleAHMC,inverted,rand,none,44.808558635,1.1712505e7,102.25606343840934,NaN,0.1455897908455753,205.10097399251356,-0.5355393703671552,9.812319290345386
256,20,funnel,NUTS,standard,single_step,none,95.965162878,9029487,155.99728488462728,0.0,0.0370137,498.63230089892625,0.4707187913588254,4.975492115650511
16384,3,normal,SimpleAHMC,inverted,single_step,none,52.160362507,222343.0,231.85811037205008,NaN,0.2341828208963688,440.10707180483286,0.08844456397424497,1.0034115597533484
512,9,banana,NUTS,standard,single_step,none,130.114442312,5324324,188.89909374821193,0.0,0.0837103,21798.752320997028,-0.05394752967724476,0.16061744984737086
2048,26,normal,SimpleRWMH,inverted,single_step,normal,6.747626359,521331.0,131.63069607310683,1.5392239325003556,0.02425336451211863,611.4434864690347,-0.023104192309587976,0.42792043341767205
2048,7,normal,SimpleAHMC,inverted,single_step,none,3.0070426809999997,111143.0,222.52837511596695,NaN,0.3306361078413195,452.3066310300846,0.01678742781311477,1.0074082890715523
8,9,banana,SimpleRWMH,inverted,single_step,normal,1.2120630159999999,626931.0,133.3650879435588,3.6606003616614387,0.061285505363810874,313.59139846410807,-2.838937308200664,0.13661721425980322
16,11,normal,SimpleRWMH,standard,single_step,none,0.498683377,288993.0,107.16287085604186,NaN,0.4566055326083739,626.8113309890849,-0.07028498789033652,0.9837671144340281
256,6,funnel,SimpleRWMH,standard,single_step,normal,3.548410661,616625.0,131.95291455077702,4.720515741054344,0.07448724250020236,573.8605905432968,-1.9620522511950411,0.18696543005318358
16,23,banana,SimpleAHMC,inverted,rand,none,20.542673937000004,3.740416e6,136.75894934997856,NaN,0.027385678562572426,385.50924547024016,-1.592494862033097,4.421324826212107
8,10,funnel,SimpleRWMH,standard,single_step,normal,1.244568143,755397.0,148.76174138762917,5.161913702024659,0.5626660552764152,399.9492024380859,0.5838104993316995,6.1407430289495935
128,9,normal,SimpleAHMC,inverted,single_step,normal,0.391179647,27940.0,110.88705604731194,0.39473783594506334,0.5144513225836972,358.3699838585007,-0.14285699744484828,0.8965556023592413
512,1,normal,SimpleRWMH,inverted,single_step,none,1.9501334670000001,503095.0,134.1318224342376,NaN,0.04623810263279114,331.79548682597925,-0.057067615795969695,0.8175826181727711
2,20,funnel,SimpleAHMC,inverted,single_step,none,3.3027626679999997,354698.0,223.07551436848055,NaN,0.6899633282853734,493.395789813898,0.0901915144906584,7.494780824077675
1024,2,funnel,SimpleRWMH,inverted,single_step,none,9.533102482,544026.0,132.39167494464783,NaN,0.023839946683246318,622.7183040933566,-1.9256598642673455,0.007252900330519809
16,7,banana,SimpleRWMH,inverted,single_step,none,1.273507894,570423.0,134.72215040868042,NaN,0.06523055560170082,1303.779080243591,-1.3106610047475087,0.2562805775110391
4,18,funnel,SimpleRWMH,inverted,single_step,normal,1.204404897,696328.0,133.21762980946104,3.3564968367552255,0.4805693373824535,133.76992927092567,0.6523159749356224,17.985970242900553
2048,2,normal,NUTS,standard,single_step,none,4.079496783,35586,455.38534103911036,0.0,0.217754,1756.1837796170576,-0.00960737903,0.9641684436021282
8,24,banana,SimpleAHMC,standard,rand,none,18.548620591,3.573614e6,150.68679859286158,NaN,0.05076620286998918,786.14568157115,-0.5846253198423382,3.509002937880049
16,22,normal,SimpleAHMC,inverted,single_step,normal,0.38119747899999995,14031.0,172.59437669226628,0.3826822840795377,0.7431683377246413,326.0123872660455,0.053760746772965745,0.900202892218586
16,20,banana,SimpleRWMH,standard,single_step,none,1.243365587,617901.0,135.92195638887696,NaN,0.11742092480799701,2621.2761472188067,0.5593773470345719,0.6895621873530602
32,6,funnel,SimpleRWMH,inverted,single_step,normal,3.081423286,1.452841e6,264.444498617409,2.2073868551333544,0.09830849373914007,279.5604911180902,-2.864550808717031,3.551974877278311
1024,5,banana,SimpleRWMH,inverted,single_step,none,10.243077871,569597.0,132.64022945142722,NaN,0.023530553608687693,299265.97349306254,0.012284452266932373,0.00949660954855242
4,13,funnel,NUTS,standard,single_step,none,0.5345283999999999,188162,119.99985744028035,0.0,0.180462,234.24907510755003,1.1762653487502859,4.9106371761782155
1024,5,funnel,NUTS,standard,single_step,none,433.579071501,17512799,132.90863454443482,0.0,0.0228475,287.3765632549629,1.7590368103628429,4.920685339924752
4096,8,normal,SimpleAHMC,inverted,single_step,none,4.316569091,111311.0,160.96095041875245,NaN,0.2942266341213902,449.57124097002423,0.04159656008216091,0.9078351634217615
8,14,banana,SimpleAHMC,standard,single_step,normal,5.302090136,599961.0,141.17030452661362,1.6932613747296963,0.14418448297768452,2316.8458336291073,-0.4860561735042616,0.9614686995617661
128,19,funnel,SimpleRWMH,inverted,single_step,none,2.111984775,545879.0,132.40855073782592,NaN,0.06448499208210826,563.112612584717,-1.9671969652243342,0.2491941797127387
4,15,normal,SimpleAHMC,inverted,rand,none,0.357640486,3463.0,147.41268606684272,NaN,1.0267761502668906,149.27285089725103,-0.13854839261358673,1.0375242051236067
512,24,normal,SimpleRWMH,standard,single_step,none,2.273517405,573624.0,135.09816619668138,NaN,0.0779181652754419,324.46270803492723,-0.06483993964849614,0.8658308147285857
32,7,banana,SimpleRWMH,inverted,single_step,normal,1.465930487,590169.0,134.93634011227024,3.017383839780397,0.05844419078732814,2238.2281010959373,-0.9532047016246614,0.2441586292478272
64,2,banana,SimpleAHMC,inverted,single_step,none,9.102735981999999,624754.0,147.2622214449839,NaN,0.1172715723359728,8955.809531295026,0.16143947031954395,0.28689168813163124
4096,24,normal,SimpleRWMH,inverted,single_step,none,14.49353801,519788.0,131.38316536313465,NaN,0.020675493768937882,363.67354165423257,0.3349016679625511,0.5988388212996594
32768,30,normal,SimpleAHMC,inverted,rand,none,41.625937764,108158.0,214.2186294524133,NaN,0.15722834671115266,696.8225198196459,-0.0339522521993733,0.9695193205583049
64,11,banana,SimpleAHMC,standard,single_step,none,8.711640232,605388.0,152.869583005716,NaN,0.16383583282681272,13555.674277625383,-0.048215797191262504,0.21083970922821602
256,20,banana,SimpleAHMC,inverted,single_step,none,20.470642300999998,608210.0,153.17607528497993,NaN,0.1352257653324863,26402.466762460335,-0.05600180980162511,0.10664587291465684
8192,14,normal,SimpleAHMC,standard,single_step,normal,12.104597254,121955.0,122.06485190211073,0.2742191380031374,0.3143277419983679,302.6288187255385,-0.011436977637308717,0.9621946975049543
1024,8,banana,SimpleAHMC,inverted,single_step,normal,64.9105112,638082.0,136.5753800529457,2.549241027463412,0.10720507844901474,40309.71587773531,-0.08302862140881681,0.05992406266463676
4096,6,normal,SimpleRWMH,standard,single_step,none,15.736958933,585019.0,131.58177272391868,NaN,0.03230393474675667,419.27702465212576,0.32259141049457296,0.5203455707775062
16,29,normal,SimpleRWMH,standard,single_step,normal,0.469163769,146601.0,173.23687377465993,4.539265482005372,0.4745957223982139,396.2091622903744,0.05125944254412807,0.9461337915269525
16384,11,normal,SimpleAHMC,standard,single_step,normal,51.360701094999996,244628.0,219.51003739799447,0.26111472415040127,0.27902691944116764,443.7047491266517,-0.04539106073575631,1.004129756527124
4,10,funnel,SimpleAHMC,inverted,rand,none,3.385699637,470423.0,159.89353205718356,NaN,0.38701542347088114,366.8474954164512,0.1623063723666948,7.755305293716171
16,28,banana,SimpleAHMC,inverted,rand,none,20.013913768000002,3.342296e6,135.02913423456312,NaN,0.03210831978807608,483.27931902001995,0.9710572936995259,4.501284164386549
