seed,model,sampler_type,selector,int_time,logstep_jitter,mean_1st_dim,var_1st_dim,time,jitter_std,n_logprob,n_steps,miness,acceptance_prob,step_size,n_rounds,energy_jump_dist
22,mRNA,SimpleAHMC,inverted,single_step,adapt,-1.0162181657513027,1.9392056212692273e-16,242.031435928,0.3044204711914072,6.006996e6,1.370679e6,131.28493360339849,0.44245418309183293,3.5403617939816845e-7,16,0.41574728779960807
26,mRNA,SimpleAHMC,inverted,rand,adapt,-1.392898597474326,0.0036099968604397805,256.84859702,0.11974334716796929,6.764799e6,1.707131e6,131.7595080626074,0.6736166200868581,0.0034347593842262458,16,0.16660771350845896
4,mRNA,SimpleAHMC,inverted,single_step,adapt,0.1503788480428755,0.0012233798394515475,181.34498372399997,0.11963653564453113,4.436112e6,977958.0,141.03061915398476,0.6744416042811098,0.02526976719743479,16,0.1516474649432582
10,mRNA,HitAndRunSlicer,inverted,single_step,adapt,0.16407899946137466,0.0014510076406537254,21.959949126,0,3.268149e6,1.602743e6,134.65258222404384,1.0,10.0,16,0.4978525489479737
30,mRNA,HitAndRunSlicer,inverted,single_step,adapt,0.15425208807990415,0.0014168952921797603,22.620870939,0,3.421727e6,1.676344e6,158.56610329878612,1.0,10.0,16,0.5099447668478726
24,mRNA,HitAndRunSlicer,inverted,single_step,adapt,0.1639705518363994,0.0012285347726380816,22.842637835,0,3.206843e6,1.621054e6,166.74816466230033,1.0,10.0,16,0.5024592389218469
22,mRNA,HitAndRunSlicer,inverted,single_step,adapt,0.15711334232811924,0.0014243289352209728,23.816119934,0,3.237051e6,1.58681e6,152.53397830621088,1.0,10.0,16,0.49499722145231106
6,mRNA,SimpleAHMC,inverted,rand,adapt,0.16165760660737294,0.0013873960861576263,1394.5317661010001,0.09537124633789021,3.1531435e7,1.1362662e7,570.6378005218677,0.7480936810514861,0.02502919826559563,18,0.11020645003264787
21,mRNA,SimpleAHMC,inverted,single_step,adapt,-1.47111951155212,0.007518460126557795,157.81955942399998,0.12473297119140614,4.229044e6,926191.0,131.3355659817213,0.6451480263119518,0.0021933135713129025,16,0.19166220120382677
23,mRNA,SimpleAHMC,inverted,single_step,adapt,0.15669818538721575,0.0020706459697757418,187.43558164899997,0.11787414550781232,4.591164e6,1.016721e6,134.16138067497187,0.6897689026637666,0.03254672491623651,16,0.1382728300926995
12,mRNA,HitAndRunSlicer,inverted,single_step,adapt,0.1609176612460298,0.0012573944345383623,23.059984519,0,3.240067e6,1.621803e6,167.88520552757814,1.0,10.0,16,0.5073793797798857
17,mRNA,HitAndRunSlicer,inverted,single_step,adapt,0.15960649386515205,0.0016421108069387363,22.847533747,0,3.194642e6,1.584359e6,135.47454917553728,1.0,10.0,16,0.5026174911691692
25,mRNA,HitAndRunSlicer,inverted,single_step,adapt,0.16609209160159097,0.0011056963627244056,22.874873436999998,0,3.58726e6,1.733424e6,152.3348448717239,1.0,10.0,16,0.5049075070932632
21,mRNA,SimpleRWMH,inverted,single_step,adapt,-0.3119454456634038,0.544358925209262,19.400943298999998,0.33161926269531466,2.450568e6,1.175821e6,131.37609491751536,0.48441926706351435,0.007582765163524625,16,0.18355169031754284
24,mRNA,SimpleAHMC,inverted,single_step,adapt,0.1800210803086536,0.0007975319487219459,189.57049293699998,0.10173797607422057,4.70344e6,1.04479e6,137.26305424573164,0.6866457579254152,0.021605547417583866,16,0.17926334041364467
11,mRNA,HitAndRunSlicer,inverted,single_step,adapt,0.16202234631549198,0.0010528813431431915,23.681858833999996,0,3.466711e6,1.686408e6,167.86965015893514,1.0,10.0,16,0.5029125971938775
29,mRNA,HitAndRunSlicer,inverted,single_step,adapt,0.16003429344657746,0.0011636294475413627,22.974935678999998,0,3.343907e6,1.61978e6,181.21126594093928,1.0,10.0,16,0.5014328625305797
7,mRNA,SimpleRWMH,inverted,single_step,adapt,-0.9118688085820164,0.005516302610441631,41.590311669,7.629394531249968e-6,4.059188e6,2.026225e6,230.63886138807243,0.7415081439720816,1.045394719745322e-5,17,0.6024579054632272
8,mRNA,SimpleRWMH,inverted,single_step,adapt,0.10736146145446336,0.06902905032867422,158.61548257500002,0.08402061462402113,1.9031811e7,9.908412e6,356.3817444251468,0.7117873089516249,0.0015111846408676613,19,0.3458912891790563
1,mRNA,SimpleAHMC,inverted,rand,adapt,0.17206827684729137,0.0032004370514399595,789.601862285,0.07686614990234313,1.7977373e7,7.447034e6,262.6621817012003,0.7960236824375527,0.0007164023323364498,17,0.12424441069720497
29,mRNA,SimpleRWMH,inverted,single_step,adapt,0.16933059131099665,0.0011023304525540963,23.227252165,0.3854904174804654,2.788393e6,1.3684e6,137.8549359455954,0.39559752964599715,0.05059587813085413,16,0.16851506845062753
9,mRNA,SimpleAHMC,inverted,rand,adapt,0.15475930120702827,0.0014054086788808076,465.64775873499997,0.11328124999999879,1.1757587e7,2.748755e6,270.55062905974756,0.6639376847549231,0.03063682635530216,17,0.1805585053858743
4,mRNA,SimpleRWMH,inverted,single_step,adapt,0.1615448209602094,0.0014781291626245836,44.850591996999995,0.41973114013672047,5.090279e6,2.510533e6,282.74998634325516,0.3683125081370631,0.025179421772705612,17,0.16387538784197914
28,mRNA,SimpleAHMC,inverted,rand,adapt,-0.8161387987208462,5.084142921800977e-12,322.735384544,0.3359451293945304,7.145642e6,2.458586e6,131.28988745873244,0.3852140424012749,1.4546867181074628e-7,16,0.39893586444668766
3,mRNA,HitAndRunSlicer,inverted,single_step,adapt,0.16367157592135795,0.0012805924813233493,22.947154425,0,3.125505e6,1.557004e6,152.61682359222436,1.0,10.0,16,0.5000589062158822
21,mRNA,SimpleAHMC,inverted,rand,adapt,0.16754948629676736,0.0010648704298389625,200.24197386,0.11577606201171863,4.834021e6,1.213535e6,133.67934575010779,0.6832720949982134,0.030428219398985247,16,0.14964310424387572
21,mRNA,HitAndRunSlicer,inverted,single_step,adapt,0.15149538223284345,0.0015182794481896729,22.889020681999998,0,3.241518e6,1.630272e6,156.95025723936936,1.0,10.0,16,0.5036843705081381
13,mRNA,SimpleAHMC,inverted,rand,adapt,0.16907333812350267,0.0008029506029140058,189.175464375,0.10348510742187617,4.59145e6,1.031831e6,136.3696345886709,0.7003413526909624,0.028945024174866777,16,0.15726770264068674
15,mRNA,SimpleAHMC,inverted,rand,adapt,0.16652057446876853,0.0011917100697091552,797.973211861,0.1297378540039066,1.420776e7,7.806563e6,177.45240846937727,0.741179549578534,0.01588143894980416,16,0.08987308166494662
3,mRNA,SimpleRWMH,inverted,single_step,adapt,-0.16718866386850698,0.024300866080194872,1782.909427272,0.012601435184478552,2.84046367e8,1.44054543e8,222.3928711139091,0.7527088441956316,0.0001078231944270893,23,0.5187457551741338
24,mRNA,SimpleRWMH,inverted,single_step,adapt,0.14937784688512137,0.0011431553766525257,21.918349581,0.42984771728515764,2.640466e6,1.293338e6,145.53102591089012,0.35651812775528025,0.024064910169398074,16,0.15795399477496305
14,mRNA,SimpleAHMC,inverted,rand,adapt,0.13525363121527875,0.0008226749634048956,181.39347152599998,0.11211395263671899,4.440784e6,979126.0,135.5261898061496,0.6589243116148731,0.014239344688757023,16,0.18313686572171395
13,mRNA,SimpleAHMC,inverted,single_step,adapt,0.1938432250025999,0.0006817338422713805,750.540579194,0.12443923950195276,1.9385752e7,4.322152e6,100.00692712427127,0.6802049269531849,0.017399505845954056,18,0.1269290510260042
29,mRNA,SimpleAHMC,inverted,single_step,adapt,0.1582402000467783,0.0007770176342138668,188.79030195,0.12946319580078158,4.677656e6,1.038344e6,139.538002413448,0.6684676048943573,0.023937355982960564,16,0.13627018470405347
1,mRNA,SimpleRWMH,inverted,single_step,adapt,-0.4159122314208188,5.3430295926816014e-8,717.24918874,5.960464477538934e-7,1.41944467e8,7.2033984e7,123.73311322108003,0.7288831304627045,4.16943208504313e-8,22,0.6383930586307008
15,mRNA,SimpleRWMH,inverted,single_step,adapt,0.06065748758755035,2.1456695127124387e-9,61.47544276,1.9073486328125093e-6,1.7520453e7,7.29396e6,315.9666820262755,0.7295431682972946,7.12225120383558e-8,18,0.6428840109298303
15,mRNA,HitAndRunSlicer,inverted,single_step,adapt,0.16234730669196706,0.0012467359223772734,22.427243065,0,3.3655e6,1.671829e6,176.0899405768437,1.0,10.0,16,0.5012277060526636
18,mRNA,HitAndRunSlicer,inverted,single_step,adapt,0.1571950709912697,0.001988931467884115,22.483819409,0,3.245981e6,1.591387e6,157.04702555482686,1.0,10.0,16,0.5038662888460939
19,mRNA,SimpleAHMC,inverted,rand,adapt,-1.1109349044506651,0.022653472179264944,175.24779721099998,0.11793518066406217,4.551459e6,1.089468e6,131.4660610637674,0.6637478518049439,0.002541192351404538,16,0.1723216675399552
11,mRNA,SimpleRWMH,inverted,single_step,adapt,-1.0401407335585637,1.799972994146465e-6,467.823825624,7.629394531249612e-6,1.15371857e8,6.068819e7,114.47628642230305,0.7240400467816214,3.439413054458371e-5,21,0.6581592947129478
22,mRNA,SimpleRWMH,inverted,single_step,adapt,-1.0162182952733498,1.1078123262119951e-16,46.996729818000006,0.00028991699218749686,6.374171e6,3.527927e6,131.28767734649512,0.7273647222717124,0.000599252497220606,16,0.6517644023988374
23,mRNA,SimpleAHMC,inverted,rand,adapt,0.15252264981170469,0.0018655907133464595,188.184268918,0.11130523681640588,4.64168e6,1.030487e6,134.27662472377267,0.6911060292493381,0.029822255491135888,16,0.15287129917324996
17,mRNA,SimpleAHMC,inverted,single_step,adapt,0.17270011100814003,0.0007451122737521165,200.01021262199998,0.11040496826171971,4.914688e6,1.097602e6,139.06321098372968,0.6652939462948425,0.029305447795443924,16,0.18012184962629552
25,mRNA,SimpleAHMC,inverted,single_step,adapt,0.1876378160552627,0.0004412874738064288,272.859917763,0.17723846435546903,7.109124e6,1.646211e6,131.85211459021687,0.6083478559956712,0.0012362542521104959,16,0.1737375092192659
10,mRNA,SimpleRWMH,inverted,single_step,adapt,-0.6974302376006852,0.6421845942309412,75.548185691,0.4760913848876919,9.441876e6,5.020755e6,420.2620014596533,0.2889909049686724,0.0036690891184043644,18,0.11363528361054748
27,mRNA,SimpleRWMH,inverted,single_step,adapt,-0.7603712465635737,0.0007307105383226214,14.138224587,0.0004806518554687541,3.454736e6,1.615036e6,131.28624635141944,0.7314041076718757,0.001137542631094725,16,0.6287858762882725
3,mRNA,SimpleAHMC,inverted,rand,adapt,0.19602609647099542,0.0006637477893368267,387.00183737500004,0.10219192504882887,8.895723e6,2.474708e6,254.35693903695426,0.7243671715127878,0.0011601535305929816,17,0.14160782666228122
30,mRNA,SimpleAHMC,inverted,single_step,adapt,-0.8657738789857812,0.006135782631159453,155.460851543,0.13005065917968725,3.939556e6,853819.0,131.43302538505714,0.6269230537745524,0.0033288421698140225,16,0.18627909225581785
25,mRNA,SimpleRWMH,inverted,single_step,adapt,-0.6267977756470912,2.1093600598758255e-7,1469.341654909,5.960464477538679e-8,2.84396917e8,1.4331518e8,123.08634403080775,0.7306751377825441,2.4054674976072264e-8,23,0.6334966456878225
7,mRNA,SimpleAHMC,inverted,single_step,adapt,-1.9441761769873074,0.00030270686993319094,160.51416401,0.10494995117187439,4.316416e6,948034.0,133.8841245504519,0.6726423610221293,0.0177154940967165,16,0.18657997231751633
28,mRNA,HitAndRunSlicer,inverted,single_step,adapt,0.16171086025682802,0.0012466527020848432,23.062619175000002,0,3.461857e6,1.683612e6,179.01426392625154,1.0,10.0,16,0.5005931814762703
14,mRNA,SimpleAHMC,inverted,single_step,adapt,0.15588777612644292,0.0011276354908079562,182.849613749,0.09946441650390651,4.546844e6,1.005641e6,139.96779564542493,0.6958613794919914,0.03005884202097509,16,0.17517522893651225
27,mRNA,HitAndRunSlicer,inverted,single_step,adapt,0.1595245512299538,0.0014304166648848858,22.349357005999998,0,3.473376e6,1.711648e6,162.01478800651276,1.0,10.0,16,0.5029025311909622
27,"banana(4,0.3)",HitAndRunSlicer,inverted,single_step,adapt,2.6763413449146600,0.22263372019443200,1.578560154,0,2.568095E+06,1.377814E+06,133.57119395359500,1.0,10.0,16,0.5064521207143710
10,"banana(4,0.3)",HitAndRunSlicer,inverted,single_step,adapt,-0.40726416338581300,1.2471966960043200,1.5502981570000000,0,2.395628E+06,1.250148E+06,133.91403974849800,1.0,10.0,16,0.5027750456652420
30,"banana(4,0.3)",HitAndRunSlicer,inverted,single_step,adapt,0.421379044730053,1.1647638716548100,1.6795674250000000,0,2.409197E+06,1.238559E+06,137.55107256594100,1.0,10.0,16,0.5079287502692440
