scale_idx,seed,model,sampler_type,selector,int_time,logstep_jitter,scale,miness,time,n_steps,margin_ess_exact,margin_mean,margin_var
3,10,funnel_scale,SimpleRWMH,standard,single_step,none,0.6000000000000001,168.020881622445,1.4461320050000002,1.303709e6,560.6758416575715,0.4578123759393688,4.699684075507694
14,27,funnel_scale,SimpleAHMC,inverted,rand,none,2.8000000000000003,139.98317952834796,2.022620169,43734.0,186.92217673496003,0.5493240354826061,6.996762361962927
3,1,funnel_scale,SimpleAHMC,inverted,rand,none,0.6000000000000001,331.8375911705873,14.350707476,5.952774e6,916.4474060699738,0.569774238861134,4.587728618830037
10,19,funnel_scale,SimpleRWMH,standard,single_step,normal,2.0,101.73216096478795,0.43765388299999997,100798.0,172.50602035507504,-1.0105620480618107,7.9694238392553425
10,21,funnel_scale,SimpleAHMC,inverted,single_step,normal,2.0,131.50265509584358,2.633290533,173992.0,329.03681873242357,-0.21366437766139612,7.07407484753198
15,8,funnel_scale,SimpleAHMC,inverted,single_step,none,3.0,139.85027685626588,2.3707517360000003,75107.0,232.17034586298874,-0.08628136859420976,8.616843515596182
7,10,funnel_scale,SimpleAHMC,standard,rand,none,1.4000000000000001,100.10079790416565,5.1340013120000005,1.948294e6,240.8410260608196,0.2279010434899388,7.338597077022033
13,28,funnel_scale,SimpleAHMC,inverted,single_step,none,2.6,295.62550925171263,2.6440317569999996,157190.0,486.6802416763037,-0.03051333491153732,7.9343324885777164
14,30,funnel_scale,SimpleAHMC,standard,single_step,normal,2.8000000000000003,236.857042543734,2.60649715,159833.0,289.99897790548386,-0.9612078673400009,8.96099966727387
15,25,funnel_scale,SimpleAHMC,inverted,rand,normal,3.0,118.82622921700695,1.9221424909999996,41413.0,171.0932955145749,-0.5298339704060027,8.037726697510102
14,19,funnel_scale,SimpleAHMC,standard,rand,normal,2.8000000000000003,420.9202137350279,3.6840370289999997,370161.0,565.805325503834,-0.7248271885196174,9.35853599812616
11,24,funnel_scale,SimpleAHMC,inverted,rand,normal,2.2,126.91150579534204,2.45772823,109628.0,275.70293323522714,-0.30550599254967725,7.7759619442185315
6,29,funnel_scale,SimpleAHMC,standard,rand,normal,1.2000000000000002,168.7355366728363,8.529969777,2.03824e6,182.18872219260876,-2.4309881351517673,8.976129632260022
8,15,funnel_scale,SimpleRWMH,inverted,single_step,none,1.6,123.43976022791459,0.570561074,192088.0,245.33760214559499,0.034636822658218436,7.670470109683966
9,24,funnel_scale,SimpleAHMC,inverted,single_step,normal,1.8,154.9773553184152,3.8493543480000003,405615.0,329.87665738060383,-0.6810449696562804,8.084313391674474
19,7,funnel_scale,SimpleAHMC,standard,rand,normal,3.8000000000000003,138.9518690979285,1.788487214,17880.0,169.27690271013333,-0.35414133319576924,7.675811080133294
9,17,funnel_scale,SimpleRWMH,standard,single_step,normal,1.8,118.66368601231305,0.444707285,102286.0,230.23393385544836,-0.9016397853685334,6.20375709459095
10,28,funnel_scale,SimpleAHMC,inverted,rand,normal,2.0,112.52207415029385,2.319204018,96941.0,315.6860282539684,-0.0737722514058742,6.032857593327865
9,4,funnel_scale,SimpleAHMC,inverted,single_step,normal,1.8,175.98070874729515,3.640172752,360231.0,355.888646493499,-0.8049340665546459,7.901078180337291
12,15,funnel_scale,SimpleRWMH,inverted,single_step,normal,2.4000000000000004,248.26442646392766,0.8134335429999999,379318.0,303.34694917671743,0.42536693032131156,11.582672677392663
8,28,funnel_scale,SimpleAHMC,standard,single_step,normal,1.6,182.01154594644584,5.868424416,822962.0,236.68066457157175,-1.2482309443852633,10.850278926452273
1,28,funnel_scale,SimpleRWMH,standard,single_step,normal,0.2,143.97699297311627,1.703949792,1.948013e6,582.1421044672793,-1.926716892477763,0.29960400643386326
9,2,funnel_scale,SimpleRWMH,inverted,single_step,none,1.8,141.17706804170143,0.5754759630000001,179711.0,269.8297654036791,0.10534234839202951,7.782440939410763
13,17,funnel_scale,NUTS,standard,single_step,none,2.6,528.2798675878387,0.309148407,93587,637.2264158490705,0.5070522462831429,6.860109174290359
1,29,funnel_scale,SliceSampler,standard,single_step,none,0.2,150.3974911535348,2.460398363,3.541221e6,434.25821990845634,-0.5915258230497918,6.765644181855337
13,8,funnel_scale,SimpleAHMC,inverted,single_step,none,2.6,154.58280221047468,2.1539657150000004,74071.0,259.41465802510714,0.11583450978162853,7.830941601857296
16,21,funnel_scale,NUTS,standard,single_step,none,3.2,304.79824846992676,0.154388569,34603,411.3367690382141,0.421457925685,7.193898627795691
20,6,funnel_scale,SimpleRWMH,standard,single_step,none,4.0,133.31606896916028,0.5416038559999999,171134.0,444.273357090186,0.11932589577619666,9.443548530487117
18,7,funnel_scale,SimpleRWMH,standard,single_step,normal,3.6,126.12007196305424,0.3961015149999999,44035.0,170.7442587066715,-0.6059079929547352,8.876559140802811
6,21,funnel_scale,SimpleRWMH,standard,single_step,normal,1.2000000000000002,181.69879251474686,0.877861805,547002.0,299.35903810790023,-1.5102985814917813,6.118102292872022
17,13,funnel_scale,SimpleAHMC,inverted,rand,normal,3.4000000000000004,171.1849282753665,1.923588497,37397.0,191.5938243599744,-0.6279599719372154,8.780918914069016
11,8,funnel_scale,SimpleAHMC,standard,rand,normal,2.2,169.22608638377133,2.7778341239999995,210860.0,358.3634214748136,-0.7333641316563966,7.236320917846812
14,24,funnel_scale,SimpleRWMH,standard,single_step,none,2.8000000000000003,126.41515768105424,0.5585889849999999,180512.0,352.19384441267954,0.06658147096865179,8.702043049128696
1,13,funnel_scale,SimpleAHMC,inverted,rand,none,0.2,150.62250607412722,12.479671294,4.594668e6,4504.333679146423,0.0972955173019059,0.741693798381031
17,22,funnel_scale,SimpleRWMH,standard,single_step,none,3.4000000000000004,388.80041272152727,0.797850558,356213.0,969.0065202145247,-0.32267315700626525,8.0327664604531
3,9,funnel_scale,SimpleRWMH,inverted,single_step,none,0.6000000000000001,139.26856480468663,1.362870208,1.080306e6,561.7258783602222,0.28155194135495665,4.787834597724972
17,4,funnel_scale,SimpleAHMC,standard,single_step,normal,3.4000000000000004,170.0709358317794,1.911734531,37707.0,172.01160626296922,-0.8693848221964162,8.094704785441808
12,29,funnel_scale,SimpleAHMC,inverted,rand,none,2.4000000000000004,241.70911889899477,2.7747050960000004,183620.0,467.5887902708618,0.07251104078449959,8.158939140404653
13,22,funnel_scale,SliceSampler,standard,single_step,none,2.6,178.2630423417608,0.105586973,17855.0,322.91048901983856,-0.15229511365085094,8.178021373590568
6,26,funnel_scale,SimpleAHMC,standard,rand,none,1.2000000000000002,235.75768947642817,8.756716898,2.158574e6,417.01253182220654,-0.4907996853285945,9.179034041605103
6,30,funnel_scale,SimpleAHMC,inverted,rand,normal,1.2000000000000002,100.35815459323437,2.957129365,307967.0,428.5335788475584,-0.4282845779522636,4.7801951544258525
2,8,funnel_scale,SimpleAHMC,standard,rand,normal,0.4,156.2127058181102,17.673903357,8.247045e6,733.9449734916294,-1.1466675457731241,2.347543532397106
13,3,funnel_scale,SimpleAHMC,standard,single_step,normal,2.6,143.36164324086172,2.2120376150000003,79361.0,192.1757660706229,-0.8967405950336732,8.182717610713748
8,6,funnel_scale,SimpleRWMH,inverted,single_step,normal,1.6,147.16190773820136,0.826202749,456679.0,191.08416003157004,1.2577320364661755,11.138916433151707
16,1,funnel_scale,SimpleAHMC,inverted,rand,none,3.2,216.01828790977626,1.984558046,40957.0,283.3418710580585,0.19902668347069624,7.70291683586383
3,18,funnel_scale,NUTS,standard,single_step,none,0.6000000000000001,107.3921526069285,314.43126455299995,193268285,107.3921526069285,10.909971199972153,1.254360374279022
3,30,funnel_scale,SliceSampler,standard,single_step,none,0.6000000000000001,283.6605241630512,0.5032348369999999,448585.0,385.80535523715537,-0.11500067076146736,8.53228978897915
19,4,funnel_scale,SimpleAHMC,inverted,single_step,none,3.8000000000000003,159.37631864230877,2.129096951,35347.0,237.9714692271968,-0.1380926113600478,8.845098250301803
11,1,funnel_scale,SimpleAHMC,inverted,rand,normal,2.2,133.30197733877708,2.345760066,92515.0,292.5246887517955,-0.048278526700400365,6.765658656595527
8,29,funnel_scale,SimpleRWMH,inverted,single_step,normal,1.6,110.27626034152318,0.811190897,397400.0,260.38740864311717,0.9298465667177693,9.680076583134388
6,12,funnel_scale,SliceSampler,standard,single_step,none,1.2000000000000002,205.57353212357435,0.20430776899999997,82119.0,278.56197827042075,-0.2586080121617492,8.256495443006672
2,5,funnel_scale,SimpleRWMH,inverted,single_step,normal,0.4,103.83867677485046,70.00630243399999,6.7963329e7,103.83867677485046,13.260735871993669,2.68869126039013
13,3,funnel_scale,SimpleAHMC,standard,rand,none,2.6,275.88552197736146,3.722946386,366818.0,471.077759909737,0.027454586407581708,9.082243572193935
8,30,funnel_scale,SimpleAHMC,inverted,single_step,none,1.6,101.75916874178613,2.792796379,176198.0,298.87429320183,-0.3015224162455202,6.542265127032068
3,5,funnel_scale,SimpleAHMC,standard,single_step,none,0.6000000000000001,161.87889486771567,5.826546882,798079.0,1487.5323269017126,0.20040381965213985,2.3908340636728433
4,24,funnel_scale,SimpleAHMC,standard,rand,none,0.8,125.88801943076481,4.510122787999999,730169.0,673.7369997616353,0.44994420430150994,4.037176739361275
18,10,funnel_scale,SliceSampler,standard,single_step,none,3.6,179.33814788262035,0.10492058600000001,17823.0,392.56945619796284,-0.07273388095345222,9.23981032616113
10,13,funnel_scale,SimpleRWMH,standard,single_step,normal,2.0,165.7388870674457,0.4437054450000001,100155.0,165.7388870674457,-1.3893828206828487,8.041041245167916
13,1,funnel_scale,SimpleRWMH,inverted,single_step,none,2.6,182.9156436586873,0.5873452,176433.0,310.9396131006264,-0.20441654557156397,8.491541673101091
6,10,funnel_scale,SimpleAHMC,inverted,rand,none,1.2000000000000002,109.28150341644378,3.131893812,526019.0,412.31359991195586,0.5430703237332521,3.7709996262196497
13,28,funnel_scale,SimpleAHMC,inverted,single_step,normal,2.6,117.37398817001908,2.0123793969999997,41205.0,162.45928297894028,-0.5253176491702787,7.794644881535949
13,22,funnel_scale,SimpleRWMH,standard,single_step,none,2.6,110.04077349658556,0.435578624,90053.0,286.6714122620153,0.2540396738685489,6.676587837383979
15,4,funnel_scale,SimpleAHMC,standard,rand,none,3.0,188.3033190936945,2.21955065,80755.0,281.18007615674605,0.5599751654055838,7.628182772168763
4,3,funnel_scale,SimpleAHMC,standard,single_step,normal,0.8,132.90533950561385,6.6446801110000004,937779.0,343.8174567359104,0.03586883133167568,7.511965735049581
12,20,funnel_scale,SimpleAHMC,inverted,single_step,normal,2.4000000000000004,141.89890202573176,2.201776183,76676.0,280.75317907509765,-0.08271168453027897,7.336523264776322
20,9,funnel_scale,SimpleRWMH,inverted,single_step,none,4.0,103.08825489269061,0.41485374399999997,36936.0,138.09438200494859,0.2278642292759818,10.37601971400975
11,18,funnel_scale,SimpleAHMC,standard,rand,none,2.2,177.2343672878808,2.712865726,179916.0,367.49289233452254,0.22512109980763712,7.789662967924173
7,20,funnel_scale,NUTS,standard,single_step,none,1.4000000000000001,145.41605380195807,1.2966451549999998,458639,249.69445838938856,2.1508563905722906,4.006102937742094
12,24,funnel_scale,SimpleRWMH,standard,single_step,none,2.4000000000000004,127.72412969762168,0.44875655600000003,95759.0,321.36925762245085,-0.4927274838870376,6.922765684599839
5,22,funnel_scale,SimpleAHMC,inverted,single_step,none,1.0,104.50186798416131,2.7743920610000004,228205.0,599.2413046224086,-0.26431365099631865,3.3639627908461653
14,24,funnel_scale,SimpleAHMC,inverted,rand,none,2.8000000000000003,114.63979335777087,1.8926617200000002,30664.0,160.0963014272191,-0.29641679340975186,8.813023342345904
16,19,funnel_scale,SimpleAHMC,inverted,single_step,normal,3.2,141.435327216345,1.8172117390000002,37046.0,190.81790007403745,-0.39023352254801524,8.153464946955141
13,30,funnel_scale,SimpleAHMC,inverted,rand,none,2.6,194.96560981386295,2.7519214759999997,165969.0,340.5056492650467,-0.12571786712056235,9.272349818556268
17,7,funnel_scale,SimpleAHMC,inverted,rand,none,3.4000000000000004,104.43574593900863,1.9311295420000003,34796.0,164.14435972099105,-0.04700457609836994,9.253197014531318
19,3,funnel_scale,SimpleAHMC,standard,single_step,none,3.8000000000000003,109.13006853175749,1.8065676059999998,17648.0,192.60732224612374,0.6480761490169449,5.918793414105677
20,6,funnel_scale,NUTS,standard,single_step,none,4.0,177.1606778264241,0.061868263,12342,183.40210043921232,0.369905615463,7.931050889128989
14,8,funnel_scale,SimpleAHMC,standard,rand,normal,2.8000000000000003,202.15820658030222,2.7684564430000003,180378.0,372.87926554157906,-0.5901615779832,8.182604253422182
18,15,funnel_scale,SimpleRWMH,standard,single_step,normal,3.6,175.20322088897177,0.430341033,86667.0,310.4595319322445,-0.6030858422460039,9.150446491903523
14,10,funnel_scale,SimpleAHMC,standard,single_step,normal,2.8000000000000003,117.82141472525501,2.683422748,163857.0,313.01271897248563,-0.6869648169135315,8.96002518062278
20,29,funnel_scale,SimpleAHMC,inverted,rand,none,4.0,105.78221040115427,1.9762089109999996,34654.0,141.94830657706996,-0.29157310893748667,9.873186411367904
4,9,funnel_scale,SimpleAHMC,inverted,rand,normal,0.8,226.2547694093042,10.162625904,2.91883e6,649.0561380799254,-0.41323815799517327,5.785438589313639
18,5,funnel_scale,SimpleAHMC,inverted,rand,none,3.6,126.21073584591194,1.9795291029999995,36749.0,179.78060794008664,-0.2355832462255791,9.283159225552176
2,26,funnel_scale,SimpleRWMH,inverted,single_step,normal,0.4,140.0028578312656,1.555332923,1.632471e6,243.35371690097716,2.513873958811105,3.6810502511034584
3,29,funnel_scale,SimpleAHMC,standard,single_step,none,0.6000000000000001,252.09307955845327,6.461592263,941667.0,1074.752421285051,0.5492964868647718,3.214371858062128
13,20,funnel_scale,SimpleAHMC,standard,single_step,none,2.6,142.6074823757054,2.2789592359999995,82139.0,331.56911876340496,0.25331219898189467,6.521178504239097
17,30,funnel_scale,SimpleRWMH,standard,single_step,none,3.4000000000000004,172.10030199638229,0.558201252,182661.0,703.0776281860402,-0.24778782346074435,7.536144053041692
12,25,funnel_scale,SimpleRWMH,inverted,single_step,normal,2.4000000000000004,149.9024411515321,0.562681446,183307.0,188.55208856548566,-0.34169818473509417,12.279719381200666
13,21,funnel_scale,SimpleAHMC,inverted,single_step,normal,2.6,151.0708282786682,2.221770122,76459.0,241.37155026067813,-0.4809995168820586,8.57056006022142
1,24,funnel_scale,NUTS,standard,single_step,none,0.2,112.57938562412087,1458.956481469,998916038,112.57938562412087,12.664805427282051,1.6060716402352473
19,25,funnel_scale,SimpleAHMC,inverted,rand,none,3.8000000000000003,103.92121612620684,1.9187692330000001,35670.0,103.92121612620684,-0.28551877319762076,11.558990064653752
20,9,funnel_scale,SimpleAHMC,standard,rand,normal,4.0,106.85183604021141,1.905676336,17913.0,120.69132825660522,-0.5463937028662534,8.87308964718183
2,6,funnel_scale,SimpleAHMC,inverted,single_step,normal,0.4,150.00142196637626,6.905485972000001,1.110751e6,1740.1144574089344,-0.19044586076960635,1.7724239357492093
14,10,funnel_scale,SimpleAHMC,inverted,rand,normal,2.8000000000000003,124.39011724949641,1.9997271970000001,42857.0,151.1059134825306,-0.645595973325932,9.150727847270122
11,27,funnel_scale,SimpleAHMC,standard,single_step,none,2.2,156.94036788605376,2.6021610870000003,179081.0,394.4921158619494,0.1256249494667742,7.2123448437063775
10,21,funnel_scale,SimpleRWMH,inverted,single_step,normal,2.0,119.33638027823157,0.5502173819999999,192865.0,181.48828498692458,0.5051398957785165,10.870066950039627
18,24,funnel_scale,SimpleAHMC,inverted,single_step,none,3.6,195.3520662308,2.091638375,70305.0,352.9498948002034,0.26843137934165573,8.271914102680027
20,24,funnel_scale,SimpleAHMC,inverted,rand,none,4.0,212.43925504673723,1.8898152519999998,18095.0,300.10645247209055,0.06834949140484378,7.407353107573375
1,18,funnel_scale,SimpleRWMH,standard,single_step,normal,0.2,141.37047021977125,2.363593784,3.020267e6,199.17570069555404,-3.336884713172738,0.5126726755066754
19,6,funnel_scale,SimpleAHMC,standard,rand,normal,3.8000000000000003,164.04095246701763,1.990493521,36027.0,188.74325465531277,-0.7392376999902185,9.453861957205323
18,13,funnel_scale,SimpleRWMH,standard,single_step,normal,3.6,231.02210921711057,0.402898306,43329.0,314.5574939879315,-0.5582697743275844,8.429856672453502
7,21,funnel_scale,SimpleAHMC,standard,single_step,normal,1.4000000000000001,233.96613962383248,5.922216604,822711.0,476.23404558570707,-1.0562086228358045,6.328538266157117
1,3,funnel_scale,NUTS,standard,single_step,none,0.2,103.22123811961956,22.344564806999998,15017145,103.22123811961956,4.5736943289523815,1.2095548577202082
2,5,funnel_scale,NUTS,standard,single_step,none,0.4,126.27101767561892,5393.359940877001,3633601275,126.27101767561892,16.966187235876827,0.9047826279612716
8,10,funnel_scale,NUTS,standard,single_step,none,1.6,135.55261019648728,1.221057203,433273,327.938807706581,1.7107797971399292,4.489262137385299
16,22,funnel_scale,SimpleAHMC,standard,single_step,none,3.2,120.08124839041196,2.572910844,162176.0,244.99120379412057,-0.5044318004656412,9.44083303141001
8,6,funnel_scale,SimpleRWMH,inverted,single_step,none,1.6,102.61971893158633,0.7912741219999999,410709.0,295.68014858969053,-0.09643687617791724,8.918092722439745
12,26,funnel_scale,SimpleRWMH,inverted,single_step,normal,2.4000000000000004,101.42821066051914,0.5690254459999999,184815.0,197.54942065786832,0.05381116766486978,11.100748919432567
11,9,funnel_scale,SimpleAHMC,inverted,single_step,normal,2.2,168.07801343078933,3.5794490949999997,345601.0,431.7486984370595,-0.34807985196680147,8.451580162257564
10,3,funnel_scale,SimpleAHMC,inverted,single_step,normal,2.0,288.5740733780781,5.6813719240000005,748881.0,434.32479034086583,-0.9088836613606996,8.837474217908579
16,30,funnel_scale,SimpleRWMH,standard,single_step,none,3.2,103.3904712850798,0.462080324,91301.0,360.6388069129035,-0.08366192577824418,7.7691546586623295
3,20,funnel_scale,SimpleAHMC,standard,single_step,normal,0.6000000000000001,228.72980687532774,10.300915203,2.128674e6,331.08091111560225,-2.310988245249896,2.7534836463685934
8,8,funnel_scale,SimpleRWMH,standard,single_step,none,1.6,133.31464081371016,0.8184672579999999,449300.0,330.01892238259376,0.011402937280804909,8.424751627618335
3,12,funnel_scale,SimpleAHMC,inverted,single_step,normal,0.6000000000000001,111.70383439093052,4.197425152999999,493104.0,887.4471734782621,-0.0328470390785923,2.642450267055261
13,30,funnel_scale,NUTS,standard,single_step,none,2.6,454.1154544438002,0.330637258,106341,538.0337217405288,0.7273893660714571,5.919780565457493
5,9,funnel_scale,SimpleRWMH,inverted,single_step,none,1.0,118.6499461255102,0.798176301,488724.0,363.4263265882654,0.22322811445592394,6.1771484662388225
1,18,funnel_scale,SliceSampler,standard,single_step,none,0.2,108.14969801462557,1.189515401,1.743214e6,307.15911409542,-0.6283520627241111,6.2764968044998
10,4,funnel_scale,SimpleRWMH,inverted,single_step,none,2.0,124.72494797466105,0.5481502580000001,176218.0,243.83966934192517,0.12701043903982295,8.399648570279894
1,23,funnel_scale,NUTS,standard,single_step,none,0.2,108.2338257618957,28.25272298,19493669,108.2338257618957,4.4356739884299055,1.4766436800110914
11,18,funnel_scale,SimpleRWMH,standard,single_step,none,2.2,163.11116469035312,0.7703852789999999,375655.0,385.03544665615203,0.220538467396319,9.08208103133421
19,27,funnel_scale,SimpleRWMH,standard,single_step,none,3.8000000000000003,103.89222989265093,0.443735811,84543.0,231.2357508851236,0.024572398283039296,9.697955843060033
8,17,funnel_scale,SimpleAHMC,inverted,single_step,normal,1.6,125.17220207869639,3.763250079,370091.0,342.4020558007964,-0.6344008773680585,7.095139510750945
16,19,funnel_scale,NUTS,standard,single_step,none,3.2,171.6208459115482,0.063406123,12987,253.74751241127933,-0.06318158823000002,6.7010659815925795
13,24,funnel_scale,SimpleAHMC,standard,single_step,none,2.6,141.96705879354917,2.22583723,81213.0,263.17492438939485,0.22975668415735376,7.376595771253279
20,13,funnel_scale,SimpleRWMH,standard,single_step,normal,4.0,102.66053172057063,0.360149059,21490.0,244.36665070175923,-0.31698525843807146,6.9064881830549885
19,5,funnel_scale,SimpleAHMC,standard,single_step,none,3.8000000000000003,135.77494450241653,1.8892677359999996,35897.0,189.84986988391748,-0.027573521598399736,8.52986785201895
20,17,funnel_scale,SimpleAHMC,standard,rand,normal,4.0,195.68925505791145,1.8610331970000002,18051.0,245.2000422951364,-0.31689935075299797,6.724233282607549
9,1,funnel_scale,SimpleAHMC,standard,rand,none,1.8,173.67365786163919,3.8783698000000006,443699.0,395.88690124356015,-0.10631167636568775,8.196523932377133
13,12,funnel_scale,SimpleRWMH,standard,single_step,none,2.6,109.81299525048135,0.562315865,187505.0,272.4983272829652,0.20788138370504144,9.125859828921454
13,21,funnel_scale,SimpleRWMH,inverted,single_step,normal,2.6,152.1260065642512,0.530985799,175369.0,239.31643194454978,0.6058069543891414,10.751830202405781
